item_code,uom,display_name,category,stock_qty,old_price_myr,new_price_myr,delta_myr,pct_change,excel_qty,item_group
BOS-2608-595-051,PCS,Hss-g Metal Bit 2.0MM,Power Tools,15,4.40,3.10,-1.30,-29.55,15,CMW ENGINEERING
MEA-TAP-STE-GLO-03M,PCS,Glotool Steel Tape Type:b 3.0M,Hand Tools,23,6.90,5.60,-1.30,-18.84,21,SONIC3
BRU-END-HAW-509062,PCS,Glotool E/brush (b) 19MM,Power Tool Accessories,4,5.20,3.90,-1.30,-25.00,4,SONIC3
BOS-2608-585-875,PCS,Hss-g Cobal Bit 2.5MM (PCS),Power Tools,7,5.70,4.40,-1.30,-22.81,16,CMW ENGINEERING
TOO-HAM-CLA-GT21MM,PCS,Glotool Claw Hammer 21MM,Hand Tools,6,14.20,12.90,-1.30,-9.15,6,SONIC3
FIT-BUT-END-PLUG-25MM,PCS,Buteline 25MM PE Pipe End Plug,Plumbing,28,3.60,2.30,-1.30,-36.11,27,HUA BAN
TOW-CAR-MIN-JIN-3070,PCS,13 X 31 Cotton Face Towel,Bathroom,21,4.00,2.70,-1.30,-32.50,21,L.F. WHOLESALER
PAI-SPR-PMT-1007,CAN,Paint Master Spray Paint - No. 1007 Matt White,Paint & Sundries,34,7.80,6.50,-1.30,-16.67,32,SONIC
ELE-HOL-2727HD-E27,PCS,E27 To E27 Lamp Holder,Lighting,12,4.20,2.90,-1.30,-30.95,12,ECO ENTERPRISE3
"PAI-ROL-FRA-7""",PCS,Smr F380 Paint Roller Frame 7,Paint & Sundries,21,7.20,5.90,-1.30,-18.06,21,SYN JING LEE
TOO-PLI-CUTW106,PCS,Side Cut Pliers 150MM,Power Tools,6,19.20,17.90,-1.30,-6.77,6,JUMBO
HOS-GAR-GRE-160330-MTR,MTR,Br 83030 PVC Green Garden Hose 16X3.0MM,Outdoor & Garden,18,4.00,5.30,1.30,32.50,5.5,REXER3
TOO-WRE-KEY-ATHM-6,PCS,Arrow T Flat Hex Key (metric) With Plastic Handle - 6MM,Doors & Hardware,9,10.50,9.20,-1.30,-12.38,9,CHIN LAI
ELE-HOL-293-B22,PCS,Bm B22 Wedge Holder-black (ovl),Electrical,120,3.50,2.20,-1.30,-37.14,120,ECO ENTERPRISE3
"TOO-WRE-OIL-VIV-6""",PCS,Viviv Oil Filter WRENCH-6 Chain,Hand Tools,7,17.80,16.50,-1.30,-7.30,7,BOON SENG
CUT-ELE-ESS410D,PCS,"4""X1.0 Gold Elephant Cutting Disc",Abrasives & Cutting,42,2.80,1.50,-1.30,-46.43,32,KIM KONG3
MEA-TAP-BLI-7.5M-B7-CR,PCS,Blimax DM5 Measuring B7,Hand Tools,7,15.20,13.90,-1.30,-8.55,7,BOON SENG
SWI-SOC-ULT-M08213MG,PCS,Ultra 13A 2GANG Flat Pin Swi Soc Neon (M08213MG),Electrical,10,30.90,29.60,-1.30,-4.21,10,TRISTAR
CUT-DIS-MARK-12300-P120,PCS,Mr. Mark P120 Master Fibre Disc - Blk,Abrasives & Cutting,25,4.20,2.90,-1.30,-30.95,22,MAJOR HARVEST3
"IND-CAS-SWI-BRA-1""",PCS,1 DL5 Tpe 360 Degree Swivel Caster W Brakes,Fishing & Tackle,10,10.20,8.90,-1.30,-12.75,8,DALMAX3
CAP-01.5UF-415V-CBB61,PCS,Capacitor 415V Sh-po Square Black,Electrical,58,4.80,3.50,-1.30,-27.08,56,SEBD3
IND-WIR-PVC-BIRD-NET-BLK,MTR,Bird Netting (black),"Rope, Chain & Netting",12,7.20,5.90,-1.30,-18.06,12,ING PING3
SHH-SINKER-HOLE-NO.2,PCK,Hole Sinker No. 2 (10PCS/PCK),Fishing & Tackle,14,6.20,4.90,-1.30,-20.97,13,SINHENHUA
PAI-BRU-NIP-STEEL-TR880,PCS,Steel Wired Paint Brush (N10),Paint & Sundries,6,4.80,3.50,-1.30,-27.08,6,PAINT MAR.
TOO-COM-IRO-BUL-26MM,PCS,26MM Iron Bull Spanner,Hand Tools,6,23.90,22.60,-1.30,-5.44,6,KIM KONG3
TIE-CAB-BLA-200MM,PCK,"Black PVC Cable Ties 200MM (8"")",Electrical,51,7.60,6.30,-1.30,-17.11,44,SYN JING LEE
SHH-HOOK-406-NO.5,PKT,Saki Sepit Biru 406 No. 5 (20'S),Fishing & Tackle,12,6.50,5.20,-1.30,-20.00,12,SINHENHUA
TOO-WRE-DOU-0809,PCS,Double Flexible Socket Wrench 08 X 09MM,Hand Tools,10,12.10,10.80,-1.30,-10.74,9,SONIC3
SWI-SOC-ULT-M041W,PCS,Ultra 16A 4 GANG 1 Way-white (M041W),Electrical,8,21.90,20.60,-1.30,-5.94,8,TRISTAR
TIE-CAB-WHI-200MM,PCK,"White PVC Cable Ties 200MM (8"")",Electrical,35,7.60,6.30,-1.30,-17.11,34,SYN JING LEE
FAS-BAN-STE-12MM,ROLL,Sh Steel Band 12MM X 10M,Fasteners & Fixings,22,11.20,9.90,-1.30,-11.61,21,SONIC3
GUM-RAT-AIT-GEL,PCS,Aitachi Mouse Gel Paper,Chemicals & Adhesives,34,5.50,4.20,-1.30,-23.64,27,SYN JING LEE
"FIT-HDPE-BEN-MAL-25MMX1/2""",PCS,HDPE Bend Male 25MM X 1/2,Plumbing,54,3.90,2.60,-1.30,-33.33,53,HUA BAN
GUM-SEL-3ML,PCS,Selleys Supa Glue 3ML,Chemicals & Adhesives,25,6.10,4.80,-1.30,-21.31,25,PAINT MAR.
LOC-WAT-CS-508,PCS,Corsa Meter Lock,Locks & Security,3,13.20,11.90,-1.30,-9.85,3,REXER3
KGR-SOL-0.5LIT,TIN,500ML 508 High Solid Pva Glue,Chemicals & Adhesives,8,18.20,19.50,1.30,7.14,8,KANGAROO PAINT
"CLI-HOS-GP-3.1/2""",PCS,Gp S/steel Hose CLIP-3.1/2 (65-89MM),Outdoor & Garden,3,3.90,2.60,-1.30,-33.33,1,ALIKE HARDWARE3
FLO-MOC-J3030,PCS,J3030 30X30CM,Flooring,6,4.60,3.30,-1.30,-28.26,6,BRAVO-LINE
GAR-SPR-CR8411CPT,PCS,Shoulder Strap Complate,Outdoor & Garden,6,15.80,14.50,-1.30,-8.23,6,KTS TRADING
DOR-HIN-SSS-50MM,SET,2 Stainless Steel Hinges,Doors & Hardware,20,4.70,3.40,-1.30,-27.66,20,WHA WEE
NAI-FEL-SUP-25MM-500G,PKT,E. G Felt Nail 25MM - 500G,Fasteners & Fixings,18,6.50,5.20,-1.30,-20.00,15,SONIC
"VAL-BAL-MIN-MM-1/4""X1/4""",PCS,"MM Brass Mini Ball VALVE-1/4""X1/4",Plumbing,10,6.80,5.50,-1.30,-19.12,10,JHT HARDWARE
NAI-COM-100MM-20KG,PCK,4 Wire Nail (PCK),Fasteners & Fixings,159,4.50,3.20,-1.30,-28.89,236,BENTON
"VAL-BAL-MIN-FF-1/4""X1/4""",PCS,"Ff Brass Mini Ball VALVE-1/4""X1/4",Plumbing,9,6.80,5.50,-1.30,-19.12,9,JHT HARDWARE
NAI-CON-WHI-25MM,BOX,1 Hardened Steel Concrete Nail,Fasteners & Fixings,26,3.90,2.60,-1.30,-33.33,26,TIE BROTHER
"BNW-WAS-1/4""",PKT,1/4 Iron Washer (20PCS/PCK),Fasteners & Fixings,96,0.60,1.90,1.30,216.67,90,TIE BROTHER3
"FIT-SS233-PLU-3/4""-SUS304",PCS,SS Square Plug 3/4,Electrical,8,6.20,4.90,-1.30,-20.97,8,SYN JING LEE
CUT-VEG-N8003,PCS,Thumb Vegetable Cutter Gloves Large,Abrasives & Cutting,37,4.80,3.50,-1.30,-27.08,37,DALMAX
"TOO-BAR-WRE-STR-36""",PCS,Gd Wrecking BAR (straight) 36,Power Tools,2,25.90,24.60,-1.30,-5.02,2,SONIC3
BRA-S/STEEL-19MM-MMD19(D),PCS,19MM S/steel Bracket,Plumbing,10,6.60,5.30,-1.30,-19.70,10,CRYSTAL TRIUMPH S/B
SIN-WAS-00219S,PCS,1 1/2 Waste SS Bolt & Copper Nut,Fasteners & Fixings,43,9.00,7.70,-1.30,-14.44,42,DALMAX3
DRI-BIT-116D,PCS,25MM Hitmax Diamond Core Bit,Power Tool Accessories,3,19.80,18.50,-1.30,-6.57,3,CRYSTAL TRIUMPH S/B
TOO-FIL-15095(4),PCS,Br 2027 4 Slim Taper File,Hand Tools,16,8.10,6.80,-1.30,-16.05,16,REXER3
SIN-WAS-00219R,PCS,1 1/4 Waste SS Bolt & Copper Nut,Fasteners & Fixings,41,7.50,6.20,-1.30,-17.33,39,DALMAX3
TOO-ELE-TES-PEN-DB-17151A,PCS,Two-way Ph Test Pen (+/-) 17151A,Power Tools,6,5.50,4.20,-1.30,-23.64,6,LI HARDWARE
TOO-FIL-SLIM-125MM-BTSF5,PCS,5 Bossman Slim Taper Files,Power Tools,4,7.80,6.50,-1.30,-16.67,3,CHIN LAI
FIT-GAL-SOC-25MM,PCS,Galvanised Socket (270) 25MM,Electrical,7,5.50,4.20,-1.30,-23.64,7,SONIC3
CHA-ANI-6FT-35,PCS,Animal Chain 35 X 6,"Rope, Chain & Netting",9,8.80,7.50,-1.30,-14.77,9,SONIC3
FLO-MOC-R04,PCS,R04 30X30CM,Flooring,1,4.60,3.30,-1.30,-28.26,1,BRAVO-LINE
CLI-HOS-44X47,PCS,Rb Super Hose Clamp 44 X 47,Hand Tools,11,5.10,3.80,-1.30,-25.49,11,ALIKE HARDWARE3
INK-POT-BIG,PCS,Big Ink Pot,Other,12,4.60,3.30,-1.30,-28.26,12,WHA WEE
CHA-ANI-6FT-30,PCS,Animal Chain 30 X 6,"Rope, Chain & Netting",6,8.20,6.90,-1.30,-15.85,6,SONIC3
CLI-HOS-48X51,PCS,Rb Super Hose Clamp 48 X 51,Hand Tools,9,5.20,3.90,-1.30,-25.00,9,ALIKE HARDWARE3
FIT-GAL-TEE-18MM,PCS,Galvanised Tee (130) 18MM,Plumbing,4,4.80,3.50,-1.30,-27.08,4,SONIC3
CLI-HOS-40X43,PCS,Rb Super Hose Clamp 40 X 43,Hand Tools,8,5.00,3.70,-1.30,-26.00,8,ALIKE HARDWARE3
IND-DUS-GLO-120L-COV,PCS,120 LTR Dustbin Lids (cover),Housewares,2,17.60,18.90,1.30,7.39,2,SONIC3
CLI-HOS-52X55,PCS,Rb Super Hose Clamp 52 X 55,Hand Tools,6,5.30,4.00,-1.30,-24.53,16,ALIKE HARDWARE3
CLI-HOS-56X59,PCS,Rb Super Hose Clamp 56 X 59,Hand Tools,5,5.40,4.10,-1.30,-24.07,11,ALIKE HARDWARE3
FIT-HDPE-CON-20MM,PCS,3/4 HDPE Tank Connector,Plumbing,15,4.50,3.20,-1.30,-28.89,15,HUA BAN
"TOO-DRI-KEY-1/2""",PCS,Sr Drill Chuck Key Only 1/2,Power Tool Accessories,8,6.10,4.80,-1.30,-21.31,8,SYARIKAT HUA KIONG3
DOR-PAD-03019(2),PCS,2 777 S/steel Square Bolt,Fasteners & Fixings,8,5.30,4.00,-1.30,-24.53,8,REXER3
X-FLO-MOC-ZURICH-GREEN,PCS,Zurich Green 12 X 12 Floor Tiles,Power Tools,1,4.00,2.70,-1.30,-32.50,1,FINECERA
IND-GAL-WIRE-20#-500G,PKG,20 X 500G Wire,Electrical,1,3.60,4.90,1.30,36.11,0,TIE BROTHER
IND-GAL-WIR-PVC-30M,ROLL,30M Twist Tie Green PVC Wire,Electrical,4,5.20,3.90,-1.30,-25.00,4,TIE BROTHER
FLO-MOC-MARID.GRY,PCS,Madrid Grey 12 X 12 Floor Tiles,Flooring,1,3.90,2.65,-1.25,-32.05,1,FINECERA
ELE-BUL-B22-3W-YEL,PCS,Taicon B22 3W LED Color Bulb - Yellow,Lighting,16,3.70,2.50,-1.20,-32.43,16,ECO ENTERPRISE3
NIP-PHG-1L-P,CAN,1L Platone High Gloss Paster Base,Paint & Sundries,84,39.90,38.70,-1.20,-3.01,84,PAINT MAR.2
NIP-QSH-EXT-1L-D,CAN,1L Nippon Q-shield Extra Deep Base,Paint & Sundries,9,49.90,51.10,1.20,2.40,9,PAINT MAR.2
NIP-QSH-EXT-1L-A,TIN,1L Nippon Q-shield Extra Accent Base,Paint & Sundries,4,47.90,49.10,1.20,2.51,3,PAINT MAR.2
SWI-PLU-AER-13A,PCS,Taicon 13A Plugtop (white) SIRIM,Electrical,117,4.40,3.20,-1.20,-27.27,114,ECO ENTERPRISE3
BRU-END-GLO-509061,PCS,Glotool E/brush (b) 12MM,Power Tool Accessories,12,4.50,3.30,-1.20,-26.67,12,SONIC3
ELE-TUB-LED-22W-6500K,PCS,Ilite LED T8 1.2M 22W - 6500K,Lighting,194,9.10,7.90,-1.20,-13.19,188,TOP GAN
"FIT-BUT-STR-MALE-25MMX1/2""",PCS,Buteline 25MMX1/2 PE Straight Male,Plumbing,41,3.60,2.40,-1.20,-33.33,39,HUA BAN
"FIT-BUT-STR-MALE-20MMX1/2""",PCS,Buteline 20MMX1/2 PE Straight Male,Plumbing,39,3.70,2.50,-1.20,-32.43,38,HUA BAN
TOO-COM-GLO-15MM,PCS,Glotool Combination Wrench 15MM,Hand Tools,14,8.10,6.90,-1.20,-14.81,13,SONIC3
BOS-1619-P07-571,SET,Carbon Brush Gws 060,Power Tools,17,13.10,11.90,-1.20,-9.16,17,CMW ENGINEERING
TOO-COM-GLO-26MM,PCS,Glotool Combination Wrench 26MM,Hand Tools,5,18.70,19.90,1.20,6.42,5,SONIC3
TOO-COM-GLO-13MM,PCS,Glotool Combination Wrench 13MM,Hand Tools,12,7.10,5.90,-1.20,-16.90,10,SONIC3
HOS-MAC-WAS-OUT-3.0M,PCS,PVC Outlet HOSE-3.0M,Outdoor & Garden,16,17.30,18.50,1.20,6.94,15,JHT HARDWARE
PAI-TIG-75ML-YEL*,PC(S),75ML Tiger G. P Yellow,Paint & Sundries,13,9.70,8.50,-1.20,-12.37,13,ING PING3
TOO-PLI-LOC-GT250,PCS,Glotool Locking Plier 10,Hand Tools,8,17.00,15.80,-1.20,-7.06,8,SONIC3
STI-BRU-CUT-DEF,PCS,Deflector Brush Cutter,Outdoor & Garden,2,15.20,14.00,-1.20,-7.89,2,HOCK CHIONG LUNG
TOO-COM-GLO-12MM,PCS,Glotool Combination Wrench 12MM,Hand Tools,2,6.10,4.90,-1.20,-19.67,2,SONIC3
MAC-SEA-SF-200-90200005,PCS,Spare Part- Impulse Sealer Heat Element Kit,Paint & Sundries,3,7.20,6.00,-1.20,-16.67,3,ZHONG YUAN3
"HOS-CON-EG-314-13MM-1/2""",PCS,Eagle (EG-314) : Hose Connecter Adapter,Outdoor & Garden,18,7.00,5.80,-1.20,-17.14,17,HSIN NGIE
NAIL-TUFTING-TN-7225,PCK,U Clip Tufting Nail 25MM X 7.3MM (10PCS/PCK),Fasteners & Fixings,13,9.70,8.50,-1.20,-12.37,13,DALMAX3
TOO-WRE-KEY-ASUMA-MALK001-C,SET,10PCS (mm) Asuma Alenkey,Power Tools,20,7.70,6.50,-1.20,-15.58,20,CRYSTAL TRIUMPH S/B
FAS-SCR-TECH-METAL-50MM-PCK,PCK,Techscrew-metal Screw X 50MM (50PCS/PCK),Fasteners & Fixings,12,7.70,8.90,1.20,15.58,12,SONIC3
SAF-SPE-PIC-ST21-SMO,PCS,Picasaf Protective Eyewear-smoke ST21,Safety & Workwear,25,7.80,6.60,-1.20,-15.38,25,SUNWAY WINSTAR
HOS-CON-EG4027-40200009,PCS,Ecogreen-snap IN Dual Shut Off,Outdoor & Garden,3,19.90,18.70,-1.20,-6.03,3,ZHONG YUAN3
WOO-SQU-08',PCS,Mrtx List 8 (S4S),Building Materials,40,3.20,2.00,-1.20,-37.50,40,TONG DA
"IND-CAS-FIX-2""",PCS,2 DL5 Tpe Fixed Caster,Building Materials,11,11.10,9.90,-1.20,-10.81,11,DALMAX3
TOO-COM-W0305V-22*24MM,PCS,2 Open Wrench (22*24MM),Hand Tools,5,19.70,18.50,-1.20,-6.09,5,JUMBO
CUT-GRI-MJ021-100,PCS,Qs Grinding Wheel 4,Abrasives & Cutting,30,3.20,2.00,-1.20,-37.50,28,JUMBO
SHH-HOOK-9290BN14,PKT,Sode Hook No. 14(13'S),Fishing & Tackle,16,5.70,4.50,-1.20,-21.05,16,SINHENHUA
SHH-HOOK-9290BN12,PKT,Sode Hook No. 12(15'S),Fishing & Tackle,14,5.70,4.50,-1.20,-21.05,14,SINHENHUA
IND-SLO-ANG-RUB-SHO,PCK,Rubber Shoe For Boltless Upright (4PCS/PCK),Building Materials,8,9.10,7.90,-1.20,-13.19,8,GS SYSTEM
SHH-HOOK-9290BN10,PKT,Sode Hook No. 10(17'S),Fishing & Tackle,11,5.70,4.50,-1.20,-21.05,10,SINHENHUA
TOO-COM-IRO-BUL-07MM,PCS,7MM Iron Bull Spanner,Hand Tools,21,5.10,3.90,-1.20,-23.53,20,KIM KONG3
"FIT-HDPE-BEN-FEM-25MMX3/4""",PCS,HDPE Bend Female 25MM X 3/4,Plumbing,68,4.20,3.00,-1.20,-28.57,67,HUA BAN
SHH-SWIVEL-SNAP-NO.6,PKT,Nickel Snap Swivel No. 6,Fishing & Tackle,11,5.30,4.10,-1.20,-22.64,8,SINHENHUA
TIE-CAB-BLA-150MM,PCK,"Black PVC Cable Ties 150MM (6"")",Electrical,46,6.10,4.90,-1.20,-19.67,40,SYN JING LEE
TOW-STB-08023(3/4),PAIR,Stb 3/4 Centre S/steel Towel Bracket,Bathroom,10,5.70,4.50,-1.20,-21.05,10,REXER3
CUT-SAW-IND-14J,PCS,Sr India Junior Saw 14J,Abrasives & Cutting,13,4.00,2.80,-1.20,-30.00,7,SYARIKAT HUA KIONG3
SHH-HOOK-9290BN8,PKT,Sode Hook No. 8(18'S),Fishing & Tackle,9,5.70,4.50,-1.20,-21.05,9,SINHENHUA
HOS-FLE-SW-PVCH-08,PCS,8 PVC Flexible Hose With PVC Holder,Outdoor & Garden,19,9.80,8.60,-1.20,-12.24,19,VTC HARDWARE
NUM-80MM-C,PCS,Acp Alphabet 80MM - C,Signage & Numbering,6,13.80,12.60,-1.20,-8.70,6,REXER3
TIE-CAB-WHI-150MM,PCK,"White PVC Cable Ties 150MM (6"")",Electrical,36,6.10,4.90,-1.20,-19.67,34,SYN JING LEE
TOO-FIL-SLIM-100MM-BTSF4,PCS,4 Bossman Slim Taper Files,Power Tools,24,6.70,5.50,-1.20,-17.91,24,CHIN LAI
CAB-LUG-10-8,PCK,Cable Lug 10-8 (10PCS/PCK),Electrical,13,7.70,6.50,-1.20,-15.58,12,ECO ENTERPRISE3
SHH-HOOK-9290BN16,PKT,Sode Hook No. 16(10'S),Fishing & Tackle,6,5.70,4.50,-1.20,-21.05,6,SINHENHUA
IND-SCP-PVC-ASES,PCS,Arrow Silicone Edge Scraper,Chemicals & Adhesives,18,7.10,5.90,-1.20,-16.90,18,CHIN LAI
"FIT-HDPE-BEN-MAL-25MMX3/4""",PCS,HDPE Bend Male 25MM X 3/4,Plumbing,42,3.80,2.60,-1.20,-31.58,41,HUA BAN
WAL-PLU-H/DUTY-630A,PCK,6MM X 30MM H/duty PVC Wall Plug,Fasteners & Fixings,29,5.50,4.30,-1.20,-21.82,28,DALMAX3
"FIT-YG245-NIP-1/4""-BRA",PCS,Brass Equal Nipple 1/4,Plumbing,22,4.00,2.80,-1.20,-30.00,21,SYN JING LEE
FAS-RIV-PAT-5/32X3/8-PCK,PCK,Blind Rivet: Jaguar 5/32 X 3/8 (20PCS/PCK),Fasteners & Fixings,24,0.50,1.70,1.20,240.00,23,KWONG TECK CHIONG
LIQ-MOL-HAN-WAS-300G,CAN,HANDWASCHPASTE-300G,Other,3,9.10,7.90,-1.20,-13.19,3,
FAS-RIV-PAT-5/32X1/2-PCK,PCK,Blind Rivet: Jaguar 5/32 X 1/2 (20PCS/PCK),Fasteners & Fixings,23,0.50,1.70,1.20,240.00,23,KWONG TECK CHIONG
"FIT-YG225-BUSH-3/8""X1/4""-BRA",PCS,Brass Bushing 3/8 X 1/4,Plumbing,16,4.00,2.80,-1.20,-30.00,16,SYN JING LEE
CLI-HOS-ORB-3,PCS,Orbit Hose Clip No : 3,Outdoor & Garden,25,3.20,2.00,-1.20,-37.50,25,JHT HARDWARE
FIR-HOO-31150,PCS,Fire Extinguisher Bracket,Safety & Workwear,36,5.10,3.90,-1.20,-23.53,35,REXER3
RIG-NIP-38MM,PCS,K. C. Nipple 38 MM,Lifting & Rigging,5,5.70,4.50,-1.20,-21.05,5,SONIC3
DRI-HSS-TWI-06MM,PCS,Blimax Hss Twist Drill BIT-1/4,Power Tool Accessories,12,3.70,2.50,-1.20,-32.43,12,BOON SENG
NAI-CON-BLA-18MM,BOX,3/4 Black Hardened Steel Concrete Nail,Fasteners & Fixings,18,3.90,2.70,-1.20,-30.77,18,TIE BROTHER
"HHD-PIP-FLU-1 1/2""",PCS,1 1/2 Flush Pipe,Plumbing,74,5.70,4.50,-1.20,-21.05,74,BENTON3
GRA-CUT-LIN-YEL-4226#,PCS,Active Red Trimmer Line - Red 4226,Outdoor & Garden,7,5.80,4.60,-1.20,-20.69,7,JHT HARDWARE
TOO-SOC-CON-BFC24,PCS,"1/2""X75MMX6MM Socket Connector",Electrical,4,7.10,5.90,-1.20,-16.90,3,CRYSTAL TRIUMPH S/B
ARM-PADS,PAIR,Arm Pads,Other,18,5.50,4.30,-1.20,-21.82,18,DHAI SHENG
TOO-CLA-SPR-PM34226,PCS,Pumpkin 2 (120MM) Spring Clamp,Hand Tools,10,7.70,6.50,-1.20,-15.58,10,DALMAX3
SPR-NOZ-PI7-101#,PCS,PI7 Spray NOZZLE-101,Power Tool Accessories,3,6.10,4.90,-1.20,-19.67,15,BOON SENG
INK-POT-SMALL,PCS,Small Ink Pot,Other,14,3.90,2.70,-1.20,-30.77,13,WHA WEE
CLI-HOS-36X39,PCS,Rb Super Hose Clamp 36 X 39,Hand Tools,10,4.80,3.60,-1.20,-25.00,10,ALIKE HARDWARE3
HHD-HAN-LEV-HIGH,PCS,High Level Handle,Doors & Hardware,3,4.70,3.50,-1.20,-25.53,3,WHA WEE
IND-DUS-GLO-120L-CLIP,SET,120 Litre Dustbin Clip,Housewares,4,10.40,9.20,-1.20,-11.54,4,SONIC3
"FIT-UPVC-TEE-1 1/2""",PCS,1 1/2 (40MM) U Tee Plain (90'),Plumbing,23,4.60,3.40,-1.20,-26.09,23,HUA BAN
"NAI-COM-1/2""*",PCK,1/2 Wire Nails - 200G,Electrical,23,3.80,2.60,-1.20,-31.58,22,TIE BROTHER
FIT-PVC-PLU-50MM,PCS,PVC Fitting Plug 50MM 2,Plumbing,23,3.60,2.40,-1.20,-33.33,23,KIONG SING
TOO-DRV-MUL-13178,PCS,Br 1018 Multipurpose Screw Driver,Fasteners & Fixings,13,6.10,4.90,-1.20,-19.67,12,REXER3
"TOO-FIL-ORE-3/16""",PCS,3/16 Oregan Chainsaw File (b) (PCS),Hand Tools,5,5.10,3.90,-1.20,-23.53,39,WHA WEE
"FIT-SS245-NIP-1/2""-SUS304",PCS,SS Equal Nipple 1/2,Plumbing,1,4.30,3.10,-1.20,-27.91,1,SYN JING LEE
"X-ELE-PVC-NUT-3""X10""",PCS,"3""X10 White Box W/nut",Fasteners & Fixings,1,4.20,3.00,-1.20,-28.57,1,FULL-LITE
"FIT-UPVC-U-BEND-1 1/2""",PCS,"1 1/2""(40MM) U Bend I/opening (90')",Plumbing,11,4.70,3.50,-1.20,-25.53,11,HUA BAN
FIT-GAL-BUSH-18MMX25MM,PCS,Galv Bushing 1 X 3/4,Plumbing,7,4.40,3.20,-1.20,-27.27,7,HTC HARDWARE
X-FLO-MOC-30RCP14,PCS,12 X 12 Floor Tiles 30RCP14,Power Tools,1,3.90,2.75,-1.15,-29.49,1,FINECERA
X-FLO-MOC-30RCP24,PCS,12 X 12 Floor Tiles 30RCP24,Power Tools,1,3.90,2.75,-1.15,-29.49,1,FINECERA
ELE-BUL-E27-3W-BLUE,PCS,Taicon E27 3W LED Color Bulb-blue,Lighting,37,3.60,2.50,-1.10,-30.56,37,ECO ENTERPRISE3
BID-SOR-SRT201-BL,PCS,Sorento Bidet Spray 1.2M Flex Hose Blk,Bathroom,3,97.90,99.00,1.10,1.12,3,SYNTALUN
BOS-2608-585-903,PCS,Hss-g Cobal Bit 12.0MM,Power Tools,7,51.90,53.00,1.10,2.12,7,CMW ENGINEERING
BOS-2608-642-983,PCS,Circular Sawblade 7 1/4 X 30T Wood,Power Tools,1,69.90,68.80,-1.10,-1.57,1,CMW ENGINEERING
DRI-SDS-GT02-65160,PCS,Glotool Sds Drill 6.5 X 160MM,Power Tool Accessories,14,5.50,4.40,-1.10,-20.00,14,SONIC3
DRI-SDS-GT02-07160,PCS,Glotool Sds Drill 7 X 160MM,Power Tool Accessories,13,5.50,4.40,-1.10,-20.00,13,SONIC3
BOS-2608-585-873,PCS,Hss-g Cobal Bit 1.5MM,Power Tools,19,5.00,3.90,-1.10,-22.00,18,CMW ENGINEERING
PAI-SPR-SAM-Y016,PCS,Samurai Spray Paint Candy Yellow,Paint & Sundries,5,19.00,17.90,-1.10,-5.79,4,KIM KONG3
TOO-HAM-CLA-GT29MM,PCS,Glotool Claw Hammer 29MM,Hand Tools,11,19.90,18.80,-1.10,-5.53,7,SONIC3
ELE-PEN-170/BK-E27,PCS,Pendant Lamp 170-BK,Lighting,18,46.90,48.00,1.10,2.35,18,CIMA
BOS-2608-595-053,PCS,Hss-g Metal Bit 2.5MM (PCS),Power Tools,8,4.40,3.30,-1.10,-25.00,13,CMW ENGINEERING
TOI-TIS-CB318-BL,PCS,Cabana Paper Holder CB318-BLK,Bathroom,6,53.90,55.00,1.10,2.04,6,SYNTALUN
COC-BAS-L533,PCS,Leon SUS304 Basin TAP-L533,Bathroom,5,56.90,58.00,1.10,1.93,5,BOON SENG
TAP-CAB-CB2807,PCS,Cabana Basin Tap,Bathroom,3,83.90,85.00,1.10,1.31,3,SYNTALUN
TOO-COM-GLO-16MM,PCS,Glotool Combination Wrench 16MM,Hand Tools,4,8.40,7.30,-1.10,-13.10,3,SONIC3
HOO-CAB-CB806-5,UNIT,Cabana S/steel 5 Robe Hook (satin),Doors & Hardware,9,73.90,75.00,1.10,1.49,9,HUE HOME
DOR-LOC-CYL-A600SP,PCS,Cavallo Door Lock (v/p) A600SP,Doors & Hardware,29,19.90,18.80,-1.10,-5.53,29,SYN JING LEE
DOR-LOC-CYL-A600SS,PCS,Cavallo Door Lock (v/p) A600SS,Doors & Hardware,27,19.90,18.80,-1.10,-5.53,25,SYN JING LEE
LOC-SGD-HL99-50MM,PCS,Hard Anti Cut Padlock,Locks & Security,42,30.90,32.00,1.10,3.56,42,VERTEX
BOS-1.6MM-T/ELECTRODE,PCS,1.6MM Tungsten Electrode,Welding,15,6.50,5.40,-1.10,-16.92,15,CMW ENGINEERING
"DOR-HIN-STE-CLO-5/8""",PCS,Soft Close HINGES-5/8,Doors & Hardware,40,4.60,3.50,-1.10,-23.91,40,BOON SENG
ELE-CAB-WIR-ASIA-2.5BK*,MTR,"Asia PVC Cable, Black - MTR",Electrical,434,0.50,1.60,1.10,220.00,425.5,SEBD
PYE-FIL-WAL-PUTTY-0.5KG-B*,TIN,PYE Wall Filla E Putty 0.5KG (yellow Cap),Paint & Sundries,35,6.40,5.30,-1.10,-17.19,32,BENTON3
TOO-COM-W0287A-08MM,PCS,Com Ratchet Wrench 08MM,Hand Tools,3,19.90,18.80,-1.10,-5.53,3,JUMBO
"IND-CAS-SWI-BRA-2""",PCS,2 DL5 Tpe 360 Degree Swivel Caster W Brakes,Fishing & Tackle,25,14.00,12.90,-1.10,-7.86,25,DALMAX3
