item_code,uom,display_name,category,stock_qty,old_price_myr,new_price_myr,delta_myr,pct_change,excel_qty,item_group
BOS-2607-017-409,SET,Bosch V-line Set (68PCS),Power Tools,1,154.00,145.00,-9.00,-5.84,1,CMW ENGINEERING
FAN-TAB-PSN-F-MN404-GP,PCS,MN404-16 Table Fan (grape Purple),Fans & Ventilation,2,204.00,195.00,-9.00,-4.41,2,KIONG HUO
DC-DCJZ1202E,SET,Cordless Driver Drill,Power Tools,6,209.00,218.00,9.00,4.31,6,GL BOSUN3
MIR-GLO-S-RD60A282(BK),PCS,Dia. (round) Aluminium Frame-black RD60A282(BK),Bathroom,3,109.00,118.00,9.00,8.26,3,GLOREX
GAS-STO-BUT-HEA,PCS,Butterfly H/p Burner Only,Home Appliances,2,104.00,95.00,-9.00,-8.65,0,TIE BROTHER3
LETR-PUNC-50731080,SET,Nietz A-z Letter Punches 8MM 50731080,Signage & Numbering,1,194.00,185.00,-9.00,-4.64,1,SUNWAY WINSTAR
MIR-CBMC66414-WH,PCS,Cabana Mirror Cabinet (alum.) CBMC66414-WH,Bathroom,1,189.00,198.00,9.00,4.76,1,SYNTALUN
TRA-SOC-METAL-125503,PCS,Taicon 1G 70/0076 Metal Trailing Socket 5M (125503),Electrical,8,59.90,50.90,-9.00,-15.03,8,ECO ENTERPRISE3
DC-DVC12,SET,12L Vacuum Cleaner (1200W),Chemicals & Adhesives,2,229.00,238.00,9.00,3.93,2,GL BOSUN DIAMOND
FAS-SCR-TECH-WOOD-65MM-BOX,BOX,Techscrew-wood Screw X 65MM (200PCS/BOX),Fasteners & Fixings,13,32.90,23.90,-9.00,-27.36,13,SONIC3
IND-VEN-AIR-12'',UNIT,Airbank 12 Industrial Ventilator,Fans & Ventilation,2,469.00,478.00,9.00,1.92,2,CMW ENGINEERING
HOS-GAR-SET-ECO30M1123,SET,Ecogreen- Iron Hose Reel Set / 1121 / 30M,Fishing & Tackle,3,284.00,275.00,-9.00,-3.17,3,ZHONG YUAN3
CUT-DIS-MARK-01600,PCS,Mr. Mark 110MM Wet Cutting Diamond Wheel (1.4X5X20MM),Abrasives & Cutting,22,37.90,28.90,-9.00,-23.75,22,MAJOR HARVEST3
IND-COO-MID-MIC222TLAGN,PCS,Midea Induction Cooker Golden Color 2200W,Building Materials,4,204.00,195.00,-9.00,-4.41,4,MIDEA
IND-CEM-GREY-25KG,BAG,Sika Ceram 88 (25KG/BAG),Building Materials,20,35.90,26.90,-9.00,-25.07,18,ALIKE HARDWARE
LAD-EXT-DOU-10X10,UNIT,Double Ext Ladder 10X10FT,Ladders & Access,1,609.00,618.00,9.00,1.48,1,SUNWAY WINSTAR
ELE-ELCB-GRW-63A-2P,EA,Grow Elcb 2P 63A/0.1,Electrical,4,59.90,50.90,-9.00,-15.03,4,SEBD3
SWI-T/SOC-4540B-5M4G,SET,4G Extension Socket Sp,Electrical,5,46.90,37.90,-9.00,-19.19,4,FULL-LITE
SWI-T/BOX-923A,SET,Extension Box Sp PP100-923A,Electrical,6,34.90,25.90,-9.00,-25.79,6,FULL-LITE
SAF-SHO-NK80-08,PAIR,Neuking NK80 Black 08,Safety & Workwear,2,164.00,155.00,-9.00,-5.49,2,KWONG TECK CHIONG3
PSN-NC-EG4000PSK,PCS,4L Binchotan Thermo Pot,Home Appliances,1,289.00,298.00,9.00,3.11,1,KIONG HUO
SAF-BOX-ASM-250-E1,UNIT,"Aero Digital Home Safe, 250X350X300MM, 14KG",Locks & Security,1,289.00,298.00,9.00,3.11,1,CHIN LAI
DOR-LOC-CYL-KNOB,UNIT,Hafele Diy Knob Lockset Entrance (489.93.125),Doors & Hardware,16,56.90,47.90,-9.00,-15.82,16,BOON SENG
FAS-RIV-PAT-5/32X3/4-BOX,BOX,Blind Rivet: Jaguar 5/32 X 3/4 (500PCS/BOX),Fasteners & Fixings,2,53.90,44.90,-9.00,-16.70,2,KWONG TECK CHIONG
FAS-RIV-PAT-5/32X3/8-BOX,BOX,Blind Rivet: Jaguar 5/32 X 3/8 (1000PCS/BOX),Fasteners & Fixings,2,53.90,44.90,-9.00,-16.70,2,KWONG TECK CHIONG
DUC-CAP-DC-1,PCS,DC-1 S/steel Ducting Cap 150MM,Other,4,54.90,45.90,-9.00,-16.39,4,SYN JING LEE
SWI-SOC-ELE-PTGY600,PCS,600MM Power Tracks (surface)-grey (GY600),Electrical,3,204.00,195.00,-9.00,-4.41,3,TRISTAR
BNW-B&N-RBN-115-BOX,BOX,Sr G. I Boit & Nut 3/16 X 1 1/2 (box),Fasteners & Fixings,2,31.90,22.90,-9.00,-28.21,2,SYARIKAT HUA KIONG3
BNW-B&N-RBN-210-BOX,BOX,Sr G. I Boit & Nut 1/4 X 1 (box),Fasteners & Fixings,2,30.90,21.90,-9.00,-29.13,2,SYARIKAT HUA KIONG3
VAL-ANG-VIP-V4113,PCS,Vip Brand Chrome Angle Valve,Plumbing,9,39.90,30.90,-9.00,-22.56,9,KIM KONG3
AIR-DUS-MDSI-04061,PCS,Mdsi (MD-04061) Air Duster - Short,Automotive,3,39.90,30.90,-9.00,-22.56,3,HSIN NGIE
SWI-ADA-MS-3L2USB,PCS,Morries Adaptor With Fuse & USB 2.1A,Electrical,6,52.90,43.90,-9.00,-17.01,6,YUAN MING
IND-TRO-SET-KIT3203,SET,2 IN 1 Planner Set,Building Materials,2,48.90,39.90,-9.00,-18.40,2,WHA WEE
IND-UMB-ROU-7-KH801,PCS,7 Sun Umbrella With Stand-round,Housewares,5,184.00,175.00,-9.00,-4.89,5,MAJOR HARVE
SCA-CAM-3100097,PCS,Camry- Electronic Personal Scale /180KG,Housewares,1,63.90,54.90,-9.00,-14.08,1,ZHONG YUAN3
SWI-SOC-ELE-PTGY400,PCS,400MM Power Tracks (surface)-grey (GY400),Electrical,1,174.00,165.00,-9.00,-5.17,1,TRISTAR
LAD-ALU-WORKER-DE10,UNIT,Worker 10 X 10 D/ext Ladder,Ladders & Access,1,589.00,598.00,9.00,1.53,0,MAJOR HARVEST3
SHH-REEL-GM4000,PCS,Haojia Fishing Reel 12BB GM4000,Fishing & Tackle,1,54.90,45.90,-9.00,-16.39,1,SINHENHUA
BBQ-GRI-CN-YH22022,SET,M/purpose Outyard Trolley Bbq Grill W/whee,Outdoor & Garden,1,199.00,208.00,9.00,4.52,3,L.F. WHOLESALER
LOC-BCK-SSS-1PCS,PCS,Buick Padlock 50MM,Locks & Security,8,68.90,59.90,-9.00,-13.06,8,SUNWAY WINSTAR
SWI-T/SOC-GONGN-4G1.8M,PCS,Gongniu 4 GANG Trailing (E3040),Electrical,3,45.90,36.90,-9.00,-19.61,3,ECO ENTERPRISE3
"DRI-AUG-BIT-NO.3/8""",PCS,3/8 No. 1 Star-m Auger Bit (b),Power Tool Accessories,3,40.90,31.90,-9.00,-22.00,3,WHA WEE
SAF-SHO-SANO-43#,PAIR,Sano Safety Shoe 43/9,Safety & Workwear,3,129.00,138.00,9.00,6.98,2,FONG YUAN HUNG
COV-JAC-RED-L,PCS,Red Jacket (r) : L,Outdoor & Garden,2,61.90,52.90,-9.00,-14.54,2,SONIC3
"DRI-AUG-BIT-NO.1/2""",PCS,1/2 No. 1 Star-m Auger Bit (b),Power Tool Accessories,2,43.90,34.90,-9.00,-20.50,2,WHA WEE
"CUT-PAR-20""",PCS,20 Parang,Abrasives & Cutting,9,35.90,26.90,-9.00,-25.07,9,WHA WEE
"CUT-DIS-AKODA-4""-A7",PCS,Akoda 4 Diamond Blade Thin Wet A7,Abrasives & Cutting,7,36.90,27.90,-9.00,-24.39,7,T.K.G
CUT-TIL-ROC-700MM,SET,Rockey Tile Cutter Machine - 700MM,Flooring,1,254.00,245.00,-9.00,-3.54,1,KWONG TECK CHIONG
SAF-SHO-SANO-40#,PAIR,Sano Safety Shoe 40/6,Safety & Workwear,2,129.00,138.00,9.00,6.98,2,FONG YUAN HUNG
SAF-SHO-SANO-44#,PAIR,Sano Safety Shoe 44/10,Safety & Workwear,2,129.00,138.00,9.00,6.98,2,FONG YUAN HUNG
"DOR-SPO-WOO-10""",SET,1-3/4 X 10 Wooden Plane Block Blade,Doors & Hardware,2,42.90,33.90,-9.00,-20.98,2,TIE BROTHER3
SAF-SHO-LAU-39#,PAIR,Laufen Safety Shoe 39/5,Safety & Workwear,2,124.00,115.00,-9.00,-7.26,2,FONG YUAN HUNG
SAF-SHO-LAU-40#,PAIR,Laufen Safety Shoe 40/6,Safety & Workwear,2,124.00,115.00,-9.00,-7.26,2,FONG YUAN HUNG
SAF-SHO-LAU-41#,PAIR,Laufen Safety Shoe 41/7,Safety & Workwear,2,124.00,115.00,-9.00,-7.26,2,FONG YUAN HUNG
SAF-SHO-LAU-43#,PAIR,Laufen Safety Shoe 43/9,Safety & Workwear,2,124.00,115.00,-9.00,-7.26,2,FONG YUAN HUNG
CUT-PAR-COV-105,PCS,105 Parang With Cover,Abrasives & Cutting,6,37.90,28.90,-9.00,-23.75,6,WHA WEE
STIHL-0781-516-6001,BOT,Forestplus Chain Lubricant (4T),Automotive,5,27.90,18.90,-9.00,-32.26,5,HOCK CHIONG LUNG
SAF-SHO-SANO-42#,PAIR,Sano Safety Shoe 42/8,Safety & Workwear,1,129.00,138.00,9.00,6.98,1,FONG YUAN HUNG
PEN-WAL-4.5KG,PAIL,Pentens Dr. Wall 4.5KG,Housewares,1,124.00,115.00,-9.00,-7.26,1,WHA WEE
"CUT-KNIFE-20""",PCS,Knife 20,Abrasives & Cutting,2,54.90,45.90,-9.00,-16.39,2,CHUONG LEE
BAT-ENE-MAX-C2PC,PCS,En Max C 2 Pc,Electrical,10,23.90,14.90,-9.00,-37.66,10,HUA BAN
ELE-GRW-63A2PMCB,EA,Grow 63A 2P Mcb,Electrical,7,34.90,25.90,-9.00,-25.79,7,SEBD3
MAC-OIL-RUB-5A,SET,Rubber Oil Ring Kit- Orkit 5A,Automotive,1,51.90,42.90,-9.00,-17.34,1,SONIC3
MAC-OIL-RUB-5C,SET,Rubber Oil Ring Kit- Orkit 5C,Automotive,1,51.90,42.90,-9.00,-17.34,1,SONIC3
BAT-DC-LB1220-1,PCS,DC 12V 2.0AH Lithium Battery,Electrical,1,124.00,115.00,-9.00,-7.26,1,GL BOSUN DIAMOND
X-BOS-2608-579-507,PCS,Ceramic Expert Drill Bit 7 X 90MM,Power Tool Accessories,1,45.90,36.90,-9.00,-19.61,0,CMW ENGINEERING
KHI-HDR-HD515,SET,Hair Dryer 1800W (matt Black),Home Appliances,2,83.90,75.00,-8.90,-10.61,2,KHIND-MISTRAL
JOV-WAT-CAR-JP200C,SET,Joven Water Purifier Cartridge,Home Appliances,2,83.90,75.00,-8.90,-10.61,2,CIMA
GAS-STO-BPG-168,PCS,Butterfly Portable Gas Cooker,Home Appliances,6,77.90,69.00,-8.90,-11.42,6,LEA HIN 3%
SWI-CON-30A-360W-TC-10021,PCS,Taicon Power Supply 30A 12V 360W (big),Electrical,2,77.90,69.00,-8.90,-11.42,2,ECO ENTERPRISE3
GRA-CUT-LIN-A6481,PCS,Spool&line,Outdoor & Garden,3,46.90,38.00,-8.90,-18.98,3,HUACHIAN ENGINEERING
GUM-HAR-VT210SG,PCS,High Performance Sealant-grey,Chemicals & Adhesives,2,47.90,39.00,-8.90,-18.58,2,ALIKE HARDWARE
SAF-SHO-SUP-44#,PAIR,Supersonic Safety Shoes 44 (10 ),Safety & Workwear,2,97.90,89.00,-8.90,-9.09,2,SONIC3
"FAS-SCR-P/H-3/4"" X 8#-BOX",BOX,Sr P/h Self Drilling Screw 3/4 X 8 (1000PCS/BOX),Fasteners & Fixings,1,67.90,59.00,-8.90,-13.11,1,SYARIKAT HUA KIONG3
"ELE-PVC-CAS-2""X3""",LGTH,Kancil 2 X 3 X6FT PVC Casing,Electrical,8,34.90,26.00,-8.90,-25.50,8,SEBD3
WIR-BRC-213X4X8-2.3MM,PCS,213 X 4 X 8 Brc,Other,13,45.90,37.00,-8.90,-19.39,12,CHEE LIAN
TL2087POLY-DC4,ROLL,Thailion 2087 4 Polyethylene Dampcourse,Other,3,53.90,45.00,-8.90,-16.51,3,DALMAX3
SKI-JNT-COM-SUR-25KG,TIN,25KG Joint Compound - Scp,Other,2,67.90,59.00,-8.90,-13.11,2,ING PING3
ALUM-ROU-32MM-10'-MB,PCS,Mb X 10 X 1.1/4 Round Tube,Building Materials,2,45.90,37.00,-8.90,-19.39,2,YUNG HUAT
ICE-COO-INO-13LTR-THBW/K-2,PCS,Inova 13 Ltr. Ice Cooler,Other,1,74.90,66.00,-8.90,-11.88,1,L.F. WHOLESALER
NIP-WTRB-5L-D,CAN,5L Nippon Weatherbond Quartz Deep Base,Paint & Sundries,8,239.00,230.20,-8.80,-3.68,8,PAINT MAR.2
BOS-2608-603-700,PCS,Flexible Flap Disc 100MM P60,Power Tools,4,17.90,9.10,-8.80,-49.16,4,CMW ENGINEERING
COC-BIB-SZW-12MM,EA,Saniware Wall Bib Tap,Plumbing,11,22.90,14.20,-8.70,-37.99,7,CHIONG SENG
"BRA-SHE-YG782-12""",PAIR,White H/duty Shelf Bracket 12,Housewares,9,21.90,13.20,-8.70,-39.73,7,SYN JING LEE
SWI-SOC-ELE-E08213B,PCS,Elegance 13A 2 GANG Flat Pin Swi Soc Neon-blk (E08213B),Electrical,11,34.90,43.60,8.70,24.93,11,
CUT-KNI-W900RPB,PCS,Utility Knife W900RP,Hand Tools,4,22.90,14.20,-8.70,-37.99,3,JUMBO
NIP-PHG-5L-D,CAN,5L Platone High Gloss Deep Base,Paint & Sundries,20,134.00,142.60,8.60,6.42,19,PAINT MAR.2
BAT-EVE-AA-8PCS,PCK,Eveready Shd Aa Bty 8PC,Electrical,22,23.90,15.30,-8.60,-35.98,22,HUA BAN
ELE-CON-SPR-25MM,EA,Conduit Spring 25MM *70CM,Electrical,4,22.90,14.30,-8.60,-37.55,4,SEBD3
NIE-SOC-HAN-DEE-06P-1/2-29MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042029 29MM,Electrical,2,42.90,34.40,-8.50,-19.81,2,SUNWAY WINSTAR
BAT-ENE-GOL-AAA4PC,PCS,Eveready Gold Aaa 4 Pc,Electrical,7,19.70,11.20,-8.50,-43.15,7,HUA BAN
BAT-ENE-LIT-2032,PCS,Energizer Lithium 2032,Electrical,27,18.40,9.90,-8.50,-46.20,27,HUA BAN
"PIP-BRA-1""",SET,1 S/s Tower Rod Bracket-end Type,Plumbing,7,22.90,14.40,-8.50,-37.12,7,TIE BROTHER3
LMP-ENE-SAV-18W,PCS,Energy Saving Bulb 18W Pin,Lighting,10,6.60,15.09,8.49,128.64,10,GOLDEN DAY
BOS-2608-585-593,PCS,Hss-g Metal Bit 14MM,Power Tools,6,79.90,71.50,-8.40,-10.51,6,CMW ENGINEERING
"NIE-SOC-IMP-3/4""-30MM",PCS,Nietz Dr Impact Socket (6PT) 50160030 30MM,Power Tools,1,41.90,33.50,-8.40,-20.05,1,SUNWAY WINSTAR
BAT-ENE-SHD-8PCS,PCK,Eveready Shd Aaa 8PCS,Electrical,29,23.90,15.50,-8.40,-35.15,27,HUA BAN
BAT-ENE-SHD-6V1PVC,PCS,Eveready Shd 6V 1PC,Electrical,12,26.90,18.50,-8.40,-31.23,12,HUA BAN
BOS-2608-680-290,PCS,Sds + Drill Bit S3 20 X 200/260MM,Power Tool Accessories,2,49.90,41.50,-8.40,-16.83,2,CMW ENGINEERING
NIE-SOC-HAN-DEE-06P-1/2-28MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042028 28MM,Electrical,2,42.90,34.50,-8.40,-19.58,2,SUNWAY WINSTAR
TAP-SIN-CAV-CA3311P,PCS,Double Tube Sink Tap-pillar,Kitchen & Sinks,4,87.90,79.50,-8.40,-9.56,4,SYN JING LEE
GUM-CLE-V210,PCS,Neutral H/perform Sealant-clr,Chemicals & Adhesives,35,22.90,14.50,-8.40,-36.68,35,ALIKE HARDWARE
GUM-BLA-V210,PCS,Neutral H/perform Sealant-blk,Chemicals & Adhesives,24,22.90,14.50,-8.40,-36.68,24,ALIKE HARDWARE
GAR-HOE-RED-IND-3551C-2.5LBS,PCS,2 - Red Indian Hoe Head,Outdoor & Garden,9,47.90,39.50,-8.40,-17.54,9,DALMAX3
KGR-KIM-1L-9215,TIN,1 Litre KIMTONE-9215,Paint & Sundries,6,45.90,37.50,-8.40,-18.30,5,ING PING3
ADH-TAP-ADH-GT100,PCS,Globand Adhesive Tape 100MM X 10M,Chemicals & Adhesives,11,36.90,28.50,-8.40,-22.76,11,SONIC3
KGR-KIM-1L-9216,TIN,1 Litre KIMTONE-9216,Paint & Sundries,5,45.90,37.50,-8.40,-18.30,5,ING PING3
FAS-SCR-TECH-METAL-19MM-BOX,BOX,Techscrew-metal Screw X 19MM (600PCS/BOX),Fasteners & Fixings,6,43.90,35.50,-8.40,-19.13,6,SONIC3
KGR-KIM-1L-9211,TIN,1 Litre KIMTONE-9211,Paint & Sundries,4,45.90,37.50,-8.40,-18.30,4,ING PING3
SWI-SOC-NNE-9498,PCS,NNE 9498 Metalclad Switch Socket 2GANG 13A,Electrical,31,47.90,39.50,-8.40,-17.54,31,YUAN MING
GRE-TOYO-350GM,TIN,Toyo MP2 Lithium Ep Grease,Other,12,30.90,22.50,-8.40,-27.18,11,MAJOR HARVEST3
WOO-FIG-JOI,PCS,Finger Joint 1 X 2 X 12,Building Materials,93,19.90,11.50,-8.40,-42.21,86,TONG DA
KGR-KIM-1L-9214,TIN,1 Litre KIMTONE-9214,Paint & Sundries,1,45.90,37.50,-8.40,-18.30,1,ING PING3
BNW-B&N-RBN-112-BOX,BOX,Sr G. I Boit & Nut 3/16 X 1 1/4 (box),Fasteners & Fixings,2,28.90,20.50,-8.40,-29.07,2,SYARIKAT HUA KIONG3
COC-STO-C018,PCS,Brass Stop Cock - C018 18 MM,Plumbing,11,31.90,23.50,-8.40,-26.33,11,SONIC3
TAP-2-WAY-CA411QH,PCS,CA411QH 2-WAY Tap V/p,Plumbing,7,47.90,39.50,-8.40,-17.54,6,SYN JING LEE
SWI-T/SOC-FLE-915-5M5G,SET,Fle T/skt Sp TC-5GL-540B 915-5M,Electrical,8,38.90,30.50,-8.40,-21.59,8,FULL-LITE
"GAR-CHI-1/2""X3/8""-SBL",PCS,Sbl G. I. Loading Spike T-shape Hook 1/2 X 3/8,Outdoor & Garden,3,42.90,34.50,-8.40,-19.58,3,KIONG JOUNG3
SWI-SOC-MK-3G2W-S4783,PCS,Mk 10A 3GANG 2WAY Wide Rocker,Electrical,4,21.90,13.50,-8.40,-38.36,4,SEBD3
"NAI-CON-GAL-2.1/2""-BOX",BOX,2-1/2 Galvanised Steel Nail- 1 KG,Fasteners & Fixings,27,20.90,12.50,-8.40,-40.19,26,BENTON
VAL-BAL-MIN-BV3WM,PCS,Sanwa 3 Way Mini Ball Valve 1/2 M/m/m,Plumbing,13,35.90,27.50,-8.40,-23.40,11,DALMAX3
CAR-WAX-ANT-CLO,PCS,AC Anti Clog,Automotive,2,49.90,41.50,-8.40,-16.83,8,S LINE TECH
CAR-WAX-STA-OFF-STI,PCS,So Stains Off Sticker - 500ML,Signage & Numbering,2,36.90,28.50,-8.40,-22.76,6,S LINE TECH
"PIP-BRA-1""-MID",SET,1 S/s Tower Rod Bracket-middle Type,Plumbing,5,22.90,14.50,-8.40,-36.68,5,TIE BROTHER3
"CUT-PAR-18""",PCS,18 Parang,Abrasives & Cutting,1,33.90,25.50,-8.40,-24.78,1,WHA WEE
SWI-ADA-3388-931L,PCS,Taicon 3388 Multi Travel Adaptor,Electrical,6,19.60,11.30,-8.30,-42.35,4,ECO ENTERPRISE3
MET-LED-ENE-MLHV32,PCS,Evr Compact Metal Light,Other,18,19.20,10.90,-8.30,-43.23,18,HUA BAN
CUT-PIP-TUB-STA-DISC-9984930191,PCS,"Replacement Cutting Wheels For 93-020, 93-021",Abrasives & Cutting,5,20.90,12.60,-8.30,-39.71,5,YUNG KONG
NIE-SOC-HAN-DEE-06P-1/2-25MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042025 25MM,Electrical,3,37.90,29.70,-8.20,-21.64,3,SUNWAY WINSTAR
BOS-2608-522-407,PCS,Impact Bit PH2 X 150MM,Power Tools,6,37.90,29.80,-8.10,-21.37,5,CMW ENGINEERING
TOI-HOL-SAN-SWP-BF-3703,PCS,Saniware Toilet Paper Holder (165X80X135MM),Bathroom,4,59.90,68.00,8.10,13.52,4,VTC HARDWARE
"NIE-SOC-IMP-3/4""-22MM",PCS,Nietz Dr Impact Socket (6PT) 50160022 22MM,Power Tools,3,37.90,29.80,-8.10,-21.37,3,SUNWAY WINSTAR
MIR-GLO-S-GLC5050BLACK,PCS,Dia. (round-black) Alum. Frame Mirror,Bathroom,10,69.90,78.00,8.10,11.59,10,GLOREX
"NIE-SOC-IMP-3/4""-23MM",PCS,Nietz Dr Impact Socket (6PT) 50160023 23MM,Power Tools,2,37.90,29.80,-8.10,-21.37,2,SUNWAY WINSTAR
COC-STO-SAN-SWSC1012,PCS,Saniware 15MM Brass X-handle Stop Cock (ft),Doors & Hardware,1,67.90,76.00,8.10,11.93,1,VTC HARDWARE
NIE-SOC-IMP-THI-1/2-21MM,PCS,Nietz Thin Wall Deep Imp Socket 6PT 50141221 21MM,Electrical,4,38.90,30.80,-8.10,-20.82,4,SUNWAY WINSTAR
CIMA-HY-C003/L/32W,SET,L/ceiling Lamp 32W - D/l,Lighting,8,63.90,72.00,8.10,12.68,8,
NIE-SOC-HAN-DEE-06P-1/2-26MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042026 26MM,Electrical,2,37.90,29.80,-8.10,-21.37,2,SUNWAY WINSTAR
DUS-11L-GHO2811,SET,11L Step Dustbin,Housewares,2,37.90,29.80,-8.10,-21.37,2,ING CHOON
CHA-JT4808-BLACK,PCS,Size Chair (black),Outdoor & Garden,34,36.90,28.80,-8.10,-21.95,34,ING CHOON
CUT-PIP-TUB-AT4308,SET,Anton Tubing Cutter,Abrasives & Cutting,3,36.90,28.80,-8.10,-21.95,3,SYN JING LEE
SHE-CAB-CB474-GM,PCS,Cabana Shelf Gm 350 X 140 X 56MM,Housewares,1,89.90,98.00,8.10,9.01,1,SYNTALUN
ELE-PEN-A8/1-E27,PCS,Pendant Light A8-1,Electrical,3,76.90,85.00,8.10,10.53,3,
"FAS-SCR-TAP-PAN-8#1/2""-BOX",BOX,8 X1/2 Ph Self Tap Srcw Pan Head (1000PCS/BOX),Fasteners & Fixings,2,66.90,58.80,-8.10,-12.11,2,KIM KONG3
NAI-CON-ST38,BOX,Concrete NAIL-ST38,Fasteners & Fixings,2,46.90,38.80,-8.10,-17.27,2,BOON SENG
ELE-PEN-339/3-E27,PCS,Pendant Light 339-3,Electrical,7,83.90,92.00,8.10,9.65,7,CIMA
VAL-BAL-MIN-BV3WF,PCS,Sanwa 3 Way Mini Ball Valve 1/2 F/m/m,Plumbing,14,35.90,27.80,-8.10,-22.56,13,DALMAX3
SWI-T/SOC-70/076-5M3G,PCS,Taicon 3G 70/076 Nut Box,Fasteners & Fixings,4,64.90,56.90,-8.00,-12.33,3,ECO ENTERPRISE3
NIE-SOC-IMP-DEE-1/2-22MM,PCS,Nietz Deep Impact Socket (6PT) 50142022 22MM,Power Tools,5,36.90,28.90,-8.00,-21.68,5,SUNWAY WINSTAR
"NIE-SOC-IMP-1""-30MM",PCS,Nietz 1 IN Dr Impact Socket (6PT) 50170030 30MM,Power Tools,2,64.90,56.90,-8.00,-12.33,2,SUNWAY WINSTAR
NIE-SOL-9233,EA,Nietz Picasaf 9233 Solar Panel Signal Lamp Amber,Lighting,10,62.90,54.90,-8.00,-12.72,10,SUNWAY WINSTAR
"NIE-SOC-IMP-3/4""-26MM",PCS,Nietz Dr Impact Socket (6PT) 50160026 26MM,Power Tools,2,37.90,29.90,-8.00,-21.11,2,SUNWAY WINSTAR
"NIE-SOC-IMP-3/4""-42MM",PCS,Nietz Dr Impact Socket (6PT) 50160042 42MM,Power Tools,1,69.90,61.90,-8.00,-11.44,1,SUNWAY WINSTAR
BOS-2608-595-083,PCS,Hss-g Metal Bit 13.0MM,Power Tools,4,40.90,32.90,-8.00,-19.56,4,CMW ENGINEERING
CLI-BAT-CLI-200AMP-54101200,SET,Nietz Battery Clamp 54101200,Hand Tools,5,32.90,24.90,-8.00,-24.32,5,SUNWAY WINSTAR
"NIE-SOC-IMP-3/4""-24MM",PCS,Nietz Dr Impact Socket (6PT) 50160024 24MM,Power Tools,1,37.90,29.90,-8.00,-21.11,1,SUNWAY WINSTAR
PAI-SPR-SAM-KPP,PCS,Samurai Spray Paint Kpp Plastic Primer,Paint & Sundries,12,43.90,35.90,-8.00,-18.22,11,KIM KONG3
ELE-CEI-LIG-15186/96W,PCS,Ceiling Light 3CLR 15186/96W,Lighting,7,124.00,132.00,8.00,6.45,7,TOP GAN
NIE-SOC-HAN-DEE-06P-1/2-27MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042027 27MM,Electrical,2,37.90,29.90,-8.00,-21.11,2,SUNWAY WINSTAR
TAP-PRE-TK-3516Q,PCS,Premio: Pillar Sink Tap TK-3516Q,Kitchen & Sinks,2,174.00,182.00,8.00,4.60,2,ADDWORTH3%
SEN-VAC-BRA-DHS16,PCS,16MM X M10 Sensui Vacuum Brazed Diamo,Home Appliances,1,47.90,39.90,-8.00,-16.70,1,CRYSTAL TRIUMPH S/B
SWI-T/SOC-MS3233-3-3M3G,PCS,Morries Extension Socket 3G 3M W Neon (blue),Electrical,20,54.90,46.90,-8.00,-14.57,20,YUAN MING
SWI-T/SOC-MS3244-1.5M4G,PCS,Morries Extension Socket 4G 1.5M W Neon (pink),Electrical,18,53.90,45.90,-8.00,-14.84,18,YUAN MING
"ELE-D/L-SUR-12""-SQU",PCS,Senco LED Surface Panel Square 12,Lighting,5,37.90,45.90,8.00,21.11,5,CIMA
OIL-MOT-4T-AX3 40-1L,BTL,Advance 4T AX3 40 (sf) - 1L,Automotive,42,30.90,22.90,-8.00,-25.89,42,SYARIKAT SRI MINYAK
SWI-T/SOC-3540B-5M3G,SET,3G Extension Socket Sp,Electrical,12,39.90,31.90,-8.00,-20.05,12,FULL-LITE
FAS-SCR-TECH-METAL-25MM-BOX,BOX,Techscrew-metal Screw X 25MM (500PCS/BOX),Fasteners & Fixings,10,41.90,33.90,-8.00,-19.09,10,SONIC3
TOO-WRE-PIP-W900C,PCS,Heavy Pipe Wrench (900MM),Hand Tools,1,144.00,152.00,8.00,5.56,1,JUMBO
TOO-HAM-CLA-DOGYU,PCS,Dogyu Magnetic Claw Hammer-japan,Hand Tools,5,174.00,182.00,8.00,4.60,5,SYN JING LEE
DOR-ALU-LOC-NA4420,PCS,Aluminium Sliding Door (small),Doors & Hardware,5,48.90,40.90,-8.00,-16.36,5,YUNG HUAT
ELE-ELCB-KOR-40A-2P,EA,Grow Elcb 2P 40A/0.1,Electrical,6,52.90,44.90,-8.00,-15.12,5,SEBD3
ADH-TAP-ADH-GT075,PCS,Globand Adhesive Tape 75MM X 10M,Chemicals & Adhesives,12,31.90,23.90,-8.00,-25.08,11,SONIC3
BOS-2609-390-394,PCS,Sds Plus Flat Chisel 250MM,Power Tool Accessories,3,53.90,45.90,-8.00,-14.84,3,CMW ENGINEERING
BOS-GUN-EXT-TUBE,PCS,Extension Tube For Aqt 33-10/35-12/37-13,Electrical,3,49.90,41.90,-8.00,-16.03,3,CMW ENGINEERING
LOC-COL-RA501,PCS,Colex Anti-cut Steel Padlock RA-501,Locks & Security,9,52.90,44.90,-8.00,-15.12,9,KIM KONG3
DOR-SET-ATH-130,SET,Mb Armor Double Handleset,Doors & Hardware,1,144.00,152.00,8.00,5.56,1,VERTEX
