item_code,uom,display_name,display_name_proposed,changed
"SANDEX-VEL-SAN-4""-080#",PCK,"Sandex 4 Velcro Sanding Disc, 80","Sandex 4 Velcro Sanding Disc, 80",no
SHH-RING-2WAY-40LB,PKT,2 Way Wire Rig (i-fixh) 50LB (7CM) (631802),2 Way Wire Rig (i-fixh) 50LB (7CM) (631802),no
"SHH-ROU-LAN-NET-16X1/2""",PCS,Round Landing Net 16 X 1/2,Round Landing Net 16 X 1/2,no
SWI-OMS-MIR-SHORT,PCS,Series Microswitch Limit Switch Short,Series Microswitch Limit Switch Short,no
SWI-POL-HEA-SWI-250V,PCS,Pol 20A Heater Switch 250V Neon,Pol 20A Heater Switch 250V Neon,no
TOO-CHI-STA-16MM,PCS,"5/8""/16MM Dynagrip Wood Chisel","5/8""/16MM Dynagrip Wood Chisel",no
TOO-DRV-KT107,PCS,"200MM (8""-6) 107 King Top (-) Screw Driver","200MM (8""-6) 107 King Top (-) Screw Driver",no
TOO-DRV-KT125+,PCS,5 King Top (+) Screw Driver,5 King Top (+) Screw Driver,no
TOO-DRV-SET6PCS,SET,6PCS Precision Screw Driver,6PCS Precision Screw Driver,no
WEL-REG-IW-23AR,PCS,I-weld Argon Regulator,I-weld Argon Regulator,no
BNW-B&N-ORI-09100,KGS,Mild Steel Bolt & Nut 3/8 X 4,Mild Steel Bolt & Nut 3/8 X 4,no
BNW-BOL-SS304-M6-35MM,PCS,SS 304 Bolt - M6 X 35MM,SS 304 Bolt - M6 X 35MM,no
BRU-CON-CRM611,PCS,Contour Washing Brush 611,Contour Washing Brush 611,no
"ELE-D/L-629/6""-ROU",PCS,Down Lite 629/6 Round - Wh+ww,Down Lite 629/6 Round - Wh+ww,no
FAS-BOL-EXP-0865,BOX,Sh Expansion Bolt M8 X 65,Sh Expansion Bolt M8 X 65,no
FIT-GAL-NIP-38MM,PCS,Galvanised Nipple (280) 38MM,Galvanised Nipple (280) 38MM,no
FIT-GAL-TEE-25MM,PCS,Galvanised Tee (130) 25MM,Galvanised Tee (130) 25MM,no
FIT-HDPE-ORI-20MM,PCS,HDPE O-ring 20MM,HDPE O-ring 20MM,no
FLO-MOC-WGC902D,PCS,Noto White WGC902D 300X600MM,Noto White WGC902D 300X600MM,no
GAR-SPR-CR8441CPT,PCS,Auto Release Body Complete,Auto Release Body Complete,no
GUN-TAC-ASG168,PCS,Arrow Heavy Duty Staple Gun,Arrow Heavy Duty Staple Gun,no
HOS-SPA-WAS-RUB-C666-N,CARD,C666 Rubber Washer,C666 Rubber Washer,no
"OIL-FUN-06""",PCS,Oil Funnel 6,Oil Funnel 6,no
RAI-SUI-SUP-L,PCS,Supersonic PVC Rain Suit Trouser : L,Supersonic PVC Rain Suit Trouser : L,no
RIG-CLI-GAL-20MM,PCS,Galvanised Wire Rope Clip 20MM,Galvanised Wire Rope Clip 20MM,no
SHH-FLOAT-FF150,PKT,"(1.1/2"") Plastic Float (2PCS/PCK)","(1.1/2"") Plastic Float (2PCS/PCK)",no
SHH-FROG-FLB-MIX,PCS,Fishing Lures Big (mix Colour),Fishing Lures Big (mix Colour),no
SHH-PE-TWINE-380151GG,PCS,380/15 Gg P. E. Twine,380/15 Gg P. E. Twine,no
SHH-RING-1WAY-50LB,PKT,1 Way Wire Rig (i-fixh) 50LB (7CM),1 Way Wire Rig (i-fixh) 50LB (7CM),no
SWI-S/SKT-LWD-0051,PCS,Lwd 0051 F3 5G 1W Switch SIRIM,Lwd 0051 F3 5G 1W Switch SIRIM,no
TAP-PIL-ROONEY-988-01,PCS,988-01 Rooney-y Stainless Steel Pillar Swan Tap,988-01 Rooney-y Stainless Steel Pillar Swan Tap,no
"TOO-FIL-SJG150-6""",PCS,6 King Top Triangle File Set,6 King Top Triangle File Set,no
"TOO-FIL-SJG200-8""",PCS,8 King Top Triangle File Set,8 King Top Triangle File Set,no
TOO-HAM-CLA-AH23,PCS,23MM Arrow Claw Hammer W/hickory Wooden Hammer,23MM Arrow Claw Hammer W/hickory Wooden Hammer,no
TOO-VIC-TAB-60MM,PCS,2 1/2 Table Vice,2 1/2 Table Vice,no
TOO-WRE-ADJ-GD150,PCS,Gd Adjustable Wrench 6,Gd Adjustable Wrench 6,no
AER-MIN-POT-WAT-TAP,PCS,Aerico Mineral Pot Water Tap,Aerico Mineral Pot Water Tap,no
BNW-BOL-HTM-M14-100MM,PCS,H/t Bolt - M 14 X 100MM,H/t Bolt - M 14 X 100MM,no
BNW-BOL-SS304-M8-30MM,PCS,SS 304 Bolt - M8 X 30MM,SS 304 Bolt - M8 X 30MM,no
BNW-NUT-ORI-09MM,KGS,MS Hex Nut 3/8,MS Hex Nut 3/8,no
BNW-WAS-SPR-14MM,PCK,Bsw Spring Washer 9/16 (8PCS/PCK),Bsw Spring Washer 9/16 (8PCS/PCK),no
BNW-WAS-SPR-9MM,PCK,Bsw Spring Washer 3/8 (8PCS/PCK),Bsw Spring Washer 3/8 (8PCS/PCK),no
COC-STO-RA-G501B,PCS,Stopvavle Ra Truflo,Stopvavle Ra Truflo,no
ELE-CAB-ROLLER-13A X 3,PCS,Cea A- 13A X 3 Metal Cable Roller,Cea A- 13A X 3 Metal Cable Roller,no
GRA-CUT-LIN-YEL-4226#,PCS,Active Red Trimmer Line - Red 4226,Active Red Trimmer Line - Red 4226,no
HAR-THR-LOK-6271-10ML,PCS,Thread Lok:hardex 6271 10ML,Thread Lok:hardex 6271 10ML,no
IND-IRON-PLATE-M8,PCS,M8 X 2 Gate Lock Holder,M8 X 2 Gate Lock Holder,no
MIDDY-CORNER IN-G100CI-W,PCS,Middy:corner IN (white),Middy:corner IN (white),no
NAI-COM-100MM-20KG,BOX,4 Wire Nail (BOX),4 Wire Nail (BOX),no
"PAI-ROL-REF-YEL/WHI-4""",PCK,Rollerman Yellow/white Roller Refill 4,Rollerman Yellow/white Roller Refill 4,no
SHH-HOOK-9255SS-6,PKT,Eupro Octopus S/s Hook No. 6 (11'S),Eupro Octopus S/s Hook No. 6 (11'S),no
SHH-ROD-ET602,PCS,Exori Trevally Solid Rod 180 (602) 6'0,Exori Trevally Solid Rod 180 (602) 6'0,no
"SHH-ROU-LAN-NET-15""",PCS,Round Landing Net 15 PE Net,Round Landing Net 15 PE Net,no
SWI-SOC-UMS2913A,PCS,Ums 13A Pc S/socket Outlet 2913A,Ums 13A Pc S/socket Outlet 2913A,no
WEL-SHI-BLA-HEAD,PCS,Welding Shield Head Type,Welding Shield Head Type,no
ADH-ELE-3G,PCS,X'traseal Super Glue (economy PACK)3GX12 (PCS),X'traseal Super Glue (economy PACK)3GX12 (PCS),no
AER-COL-WAT-TAP,PCS,Aerico Cold Water Tap,Aerico Cold Water Tap,no
BIB-TAP-LUX-LT8523,PCS,Luxtec Wall Bibtap LT-8523,Luxtec Wall Bibtap LT-8523,no
BNW-BOL-HTM-M12-45MM,PCS,H/t Bolt - M 12 X 45MM,H/t Bolt - M 12 X 45MM,no
BNW-BOL-HTM-M16-40MM,PCS,H/t Bolt - M 16 X 40MM,H/t Bolt - M 16 X 40MM,no
BNW-BOL-SS304-M6-25MM,PCS,SS 304 Bolt - M6 X 25MM,SS 304 Bolt - M6 X 25MM,no
"BRA-S/STEEL-L-12""X7""",SET,"S/steel L Bracket - 12""X7","S/steel L Bracket - 12""X7",no
COC-BIB-LUX-LT8513,PCS,Luxtec Wall Bibtap LT-8513,Luxtec Wall Bibtap LT-8513,no
CUT-HSF-HAC-SHU,PCS,Uldar Hacksaw Frame,Uldar Hacksaw Frame,no
FIT-PVC-ELB-PT20MM,PCS,PVC Fitting P/t Elbow 20MM 3/4,PVC Fitting P/t Elbow 20MM 3/4,no
"GRA-CUT-BLA-16""",PCS,16 Tanaka Square Brush Culter,16 Tanaka Square Brush Culter,no
IND-SCP-PUT-AEK12,PCS,Arrow Wide Putting Filling Knife 12,Arrow Wide Putting Filling Knife 12,no
JAC-BOT-CNN-R02TON,PCS,China Bottle Jack - 2.0 Ton,China Bottle Jack - 2.0 Ton,no
LOC-GLA-SLI-TAR-9013-01,PCS,Target 9013-01 Sliding Glass Lock,Target 9013-01 Sliding Glass Lock,no
"NAI-CON-GAL-2""-PCK",PCK,2 Galvanised Steel Nail (20PCS/PCK),2 Galvanised Steel Nail (20PCS/PCK),no
O-RING-12-15-RED,PCS,O-ring 12-15 (red),O-ring 12-15 (red),no
"PIP-UPVC-6""",MTR,"6""(160MM) Ut X 6M Upvc Pipe","6""(160MM) Ut X 6M Upvc Pipe",no
RAI-BOO-BLA-RUB-040#,PAIR,8834 Black Rubber Shoes W/studs 40,8834 Black Rubber Shoes W/studs 40,no
RIG-SHA-GAL-10MM,PCS,Galvanised D-shackle 10 MM,Galvanised D-shackle 10 MM,no
SHH-NYL-NET-12,PCS,Automatic Nylon Fishing Mesh Net 12 Hole,Automatic Nylon Fishing Mesh Net 12 Hole,no
SWI-SOC-NNE-803/1-1W3G,PCS,NNE 803/1 3G 1W Switch SIRIM,NNE 803/1 3G 1W Switch SIRIM,no
TOO-PLI-DIA-STA-150,PCS,6 Diagonal Cutting Plier,6 Diagonal Cutting Plier,no
X-TOO-PLI-WT001,PCS,8 Wa-ti Cr-v Hand Tools Plier,8 Wa-ti Cr-v Hand Tools Plier,no
BNW-B&N-ORI-12225,KGS,Mild Steel Bolt & Nut 1/2 X 9,Mild Steel Bolt & Nut 1/2 X 9,no
BRA-SHE-1012,PAIR,10 X 12 Shelf Bracket,10 X 12 Shelf Bracket,no
CLI-ELE-CAB-06MM100S,BOX,Cable Clip 6MM 100'S (bd),Cable Clip 6MM 100'S (bd),no
COC-BIB-DOU-5599,PCS,Double T-shaped Tap - 5599,Double T-shaped Tap - 5599,no
FIT-PVC-ELB-PT25MM,PCS,PVC Fitting P/t Elbow 25MM 1,PVC Fitting P/t Elbow 25MM 1,no
"FIT-YG231-ELB-MXF-1/2""-BRA",PCS,Brass Mxf Elbow 1/2,Brass Mxf Elbow 1/2,no
GAR-TOO-STEEL-3PCS-60183,SET,3PCS Set Steel Garden Tools,3PCS Set Steel Garden Tools,no
MDD-CON-MALE-BLUE-1,PCK,Male Disconnects - Blue (2.5MM) (10PCS/PCK),Male Disconnects - Blue (2.5MM) (10PCS/PCK),no
PEN-108-4L,PAIL,Pentens Latex 108 - 4L,Pentens Latex 108 - 4L,no
"SANDEX-VEL-SAN-4""-150#",PCK,"Sandex 4 Velcro Sanding Disc, 150","Sandex 4 Velcro Sanding Disc, 150",no
SHH-ROD-ET562,PCS,Exori Trevally Solid Rod 165 (562) 5'6,Exori Trevally Solid Rod 165 (562) 5'6,no
BNW-B&N-ORI-09125,KGS,Mild Steel Bolt & Nut 3/8 X 5,Mild Steel Bolt & Nut 3/8 X 5,no
BNW-B&N-ORI-09175,KGS,Mild Steel Bolt & Nut 3/8 X 7,Mild Steel Bolt & Nut 3/8 X 7,no
BNW-WAS-SPR-12MM,PCK,Bsw Spring Washer 1/2 (8PCS/PCK),Bsw Spring Washer 1/2 (8PCS/PCK),no
"BRA-SHE-12""X14""",PAIR,12 X 14 Shelf Bracket,12 X 14 Shelf Bracket,no
CHI-WAT-1GAL-6301,SET,1 Gal Water Container For Chick,1 Gal Water Container For Chick,no
"CUT-KNIFE-20""",PCS,Knife 20,Knife 20,no
DOR-LOC-DRA-9001-22,PCS,Target 9001-22 Drawer Lock,Target 9001-22 Drawer Lock,no
DOR-STO-S/S-2212,PCS,2212 S/s Door Stopper,2212 S/s Door Stopper,no
ELE-PVC-NUT-B3X3*,PCS,Umc 3 X 3 PVC Nut Box,Umc 3 X 3 PVC Nut Box,no
FAS-SCR-COA-M8040,PCS,Sr Coach Screw M8 X 40MM,Sr Coach Screw M8 X 40MM,no
FIT-GAL-NIP-18MM,PCS,Galvanised Nipple (280) 18MM,Galvanised Nipple (280) 18MM,no
"FIT-UPVC-SOC-3""",PCS,U-pvc Socket 82MM 3,U-pvc Socket 82MM 3,no
GAR-SPR-M'MAN-410#,PCS,M'man Water Spray Gun - 410,M'man Water Spray Gun - 410,no
HAN-CLO-JM-1040,SET,8 Hook S/steel Strong Hook,8 Hook S/steel Strong Hook,no
HOS-COU-BR-10MM,PCS,Br Hose Coupling (thick) 10MM,Br Hose Coupling (thick) 10MM,no
IND-CAS-SWI5,PCS,Swivel Caster 5,Swivel Caster 5,no
LIK-LEA-1L,TIN,Ufixx No Leak - 1L,Ufixx No Leak - 1L,no
"NAI-CON-GAL-1""-PCK",PCK,1 Galvanised Steel Nail (20PCS/PCK),1 Galvanised Steel Nail (20PCS/PCK),no
SHH-PE-TWINE-38091GG,PCS,380/9 Gg P. E. Twine,380/9 Gg P. E. Twine,no
TIE-CAB-SS-150MM,PCK,SS Cable Ties (10PCS/PCK) SUS304 M4.6X150MM,SS Cable Ties (10PCS/PCK) SUS304 M4.6X150MM,no
TOO-CLA-SPR-ASC150MM,PCS,Arrow Nylon Spring Clamp 6 (150MM),Arrow Nylon Spring Clamp 6 (150MM),no
TOO-FIL-SLIM-STA-125MM,DOZ,5 Slim Tapered File-carded (DOZ),5 Slim Tapered File-carded (DOZ),no
TOO-SOC-CON-BFC24,PCS,"1/2""X75MMX6MM Socket Connector","1/2""X75MMX6MM Socket Connector",no
TOO-VIC-TAB-50MM,PCS,2 Table Vice,2 Table Vice,no
TOW-ROP-STE-104M,PCS,10 X 4MM Steel Towing Rope,10 X 4MM Steel Towing Rope,no
"AER-STA-CER-10""",PCS,Aerico 10 Standard Ceramic,Aerico 10 Standard Ceramic,no
BAT-ENE-MAX-D2PC,PCK,En Max D 2 Pc,En Max D 2 Pc,no
CHI-15105-75,PCS,Sds Max Shank Spade Chisel 18X280X75MM,Sds Max Shank Spade Chisel 18X280X75MM,no
COC-STO-PVC-18MM,EA,3/4 IN PVC Stop Cock,3/4 IN PVC Stop Cock,no
FIT-GAL-NIP-REC-12MMX18MM,PCS,%galvanised Reducing Nipple (281),%galvanised Reducing Nipple (281),no
FIT-UPVC-SLE-110MM,PCS,U-pvc Sleeve 110MM 4,U-pvc Sleeve 110MM 4,no
FLO-MOC-LS414YLW,PCS,Lisa Yellow (LS414YLW),Lisa Yellow (LS414YLW),no
GUN-GRE-NIP-STR-M10X1.0,PCS,S. K Straight Grease Nipple M10 X 1.0,S. K Straight Grease Nipple M10 X 1.0,no
IND-CAS-SWI6,PCS,Swivel Caster 6,Swivel Caster 6,no
"IND-CAS-WHE-8X3/4""",PCS,Solid Rubber Wheel 8 X 3/4,Solid Rubber Wheel 8 X 3/4,no
IND-SCP-PVC-4PCS,SET,Wp PVC Scraper 4PCS,Wp PVC Scraper 4PCS,no
NAI-AIR-LEO-T32,BOX,Leo Air Nail - T32,Leo Air Nail - T32,no
SAF-CON-FLEX-ORANGE,PCS,16 Flexi Traffic Safety Cone,16 Flexi Traffic Safety Cone,no
"SANDEX-VEL-SAN-4""-120#",PCK,"Sandex 4 Velcro Sanding Disc, 120","Sandex 4 Velcro Sanding Disc, 120",no
SHH-SINKER-ROUND-NO.6,PCK,Round Shape Sinker 6 (1PC/PCK),Round Shape Sinker 6 (1PC/PCK),no
SIN-WAS-00219R,PCS,1 1/4 Waste SS Bolt & Copper Nut,1 1/4 Waste SS Bolt & Copper Nut,no
SWI-BAT-JK861,PCS,JK861 Switch,JK861 Switch,no
SWI-PLU-NNE158-15A,PCS,NNE 158 15A Air Cond P/top SIRIM,NNE 158 15A Air Cond P/top SIRIM,no
"TOO-WRE-PLU-13/16""",PCS,13/16 T Plug Wrench,13/16 T Plug Wrench,no
AIR-GAU-LTMS,SET,Inflator And Gauge Kit,Inflator And Gauge Kit,no
BNW-BOL-SS304-M8-40MM,PCS,SS 304 Bolt - M8 X 40MM,SS 304 Bolt - M8 X 40MM,no
CHA-ANI-6FT-45,DOZ,Animal Chain 45 X 6,Animal Chain 45 X 6,no
CUT-PIP-TUB-STA-DISC-9984930191,PCS,"Replacement Cutting Wheels For 93-020, 93-021","Replacement Cutting Wheels For 93-020, 93-021",no
DOR-DEA-BOL-SGD-793AC,PCS,AC St. Guchi Deadbolt Latch Brass Bolt,AC St. Guchi Deadbolt Latch Brass Bolt,no
DOR-LOC-DRA-FF004A,PCS,Three Way Drawer Lock,Three Way Drawer Lock,no
FIT-HDPE-CAP-20MM,PCS,HDPE End Cap 20MM,HDPE End Cap 20MM,no
FIT-PVC-CON-25MM,PCS,PVC Fitting Tank Connector 25MM 1,PVC Fitting Tank Connector 25MM 1,no
FIT-PVC-ELB-20MM,PCS,PVC Fitting Elbow 20MM 3/4,PVC Fitting Elbow 20MM 3/4,no
FIT-PVC-TEE-PT15MM,PCS,PVC Fitting P/t Tee 15MM 1/2,PVC Fitting P/t Tee 15MM 1/2,no
FIT-UPVC-CAP-110MM,PCS,U-pvc End Cap 110MM 4,U-pvc End Cap 110MM 4,no
"FIT-YG232-ELB-1/4""-BRA",PCS,Brass Equal Elbow 1/4,Brass Equal Elbow 1/4,no
GAR-SPR-CR8413,PCS,Pump Handle-cr 8413,Pump Handle-cr 8413,no
MAR-PEN-BLACK,PCS,Sharpie Fine Point P/marker (ls)- Black (PCS),Sharpie Fine Point P/marker (ls)- Black (PCS),no
PEN-WOO-MIX,PCS,Carpenter Pencil - Mix,Carpenter Pencil - Mix,no
"PIP-UPVC-4""",MTR,4 (110MM) Ut X 6M Upvc Pipe (MTR),4 (110MM) Ut X 6M Upvc Pipe (MTR),no
PUT-CAR-888-3.5KG,PCS,Putty Hardener,Putty Hardener,no
SHH-PLA-NET-NEEDLE-NO.5-GRE,PCS,Plastic Net Neddle No. 5 (green),Plastic Net Neddle No. 5 (green),no
SHH-ROD-777S150,PCS,"777 Sin Solid Rod 150 (5'0"") Fishing Rod (4+1)(MIX Clr)","777 Sin Solid Rod 150 (5'0"") Fishing Rod (4+1)(MIX Clr)",no
SWI-ADA-MUL-AKO79S-3W,PCS,Akkostar 3WAY Multi Adaptor Switch (AKO79S),Akkostar 3WAY Multi Adaptor Switch (AKO79S),no
TOO-DRV-KT100-,PCS,4 King Top (-) Screw Driver,4 King Top (-) Screw Driver,no
TOO-WRE-ADJ-STA-STMT87431-8,PCS,6 Adjustable Wrench,6 Adjustable Wrench,no
BEW-PAL-DC-D-150V,PCS,Bew Panel Meter DC,Bew Panel Meter DC,no
BNW-B&N-ORI-09160,KGS,Mild Steel Bolt & Nut 3/8 X 6,Mild Steel Bolt & Nut 3/8 X 6,no
BNW-BOL-HTM-M16-45MM,PCS,H/t Bolt - M 16 X 45MM,H/t Bolt - M 16 X 45MM,no
CAR-WAX-ANT-CLO,PCS,AC Anti Clog,AC Anti Clog,no
COC-BIB-PVC-3007,PCS,PVC R'key Colorant Tap - 3007,PVC R'key Colorant Tap - 3007,no
CUT-DIS-MARK-12800-04C,PCS,Mr. Mark 4 Cutting Disc Abr. Wheel 12800,Mr. Mark 4 Cutting Disc Abr. Wheel 12800,no
CUT-PIP-PVC-PPC-42MM,PCS,Arrow PVC Pipe Cutter,Arrow PVC Pipe Cutter,no
DOR-RUB-SEAL-TRANS-BSDT100,ROLL,Bossman Silicone Door Seal 100CM - Transparent,Bossman Silicone Door Seal 100CM - Transparent,no
DRI-BIT-116F,PCS,16MM Hitmax Diamond Core Bit,16MM Hitmax Diamond Core Bit,no
ELE-RENO-40A-2P-MCB,PCS,Reno 40A 2P Mcb,Reno 40A 2P Mcb,no
"FAS-SCR-DRY-BLA-6#2""",PCK,Hunter/bk - Drywall Screw 6 X2 (20PCS/PCK),Hunter/bk - Drywall Screw 6 X2 (20PCS/PCK),no
FDD-CON-FEM-RED,PCK,Female Disconnect Red (1.5MM2) (20PCS/PCK),Female Disconnect Red (1.5MM2) (20PCS/PCK),no
FIT-GAL-TEE-12MM,PCS,Galvanised Tee (130) 12MM,Galvanised Tee (130) 12MM,no
FIT-HDPE-SOC-COU-32MM,PCS,HDPE Coupler Straight Socket 32MM,HDPE Coupler Straight Socket 32MM,no
HOS-AIR-TOK-8.5MM,MTR,Toko Spray Hose- 8.5MM X 90M,Toko Spray Hose- 8.5MM X 90M,no
OIL-COM-AIRVON-AV06810P,TIN,Airbank Mineral Based Compressor Oil (1L),Airbank Mineral Based Compressor Oil (1L),no
RAI-BOO-TCS5-39#5,PAIR,Tc S5 Yellow Safety Rain Boots 5,Tc S5 Yellow Safety Rain Boots 5,no
RAI-BOO-TCS5-42#8,PAIR,Tc S5 Yellow Safety Rain Boots 8,Tc S5 Yellow Safety Rain Boots 8,no
SMR-TCT-HOL-SAW-22MM,PCS,Smr Tct Holesaw 22MM,Smr Tct Holesaw 22MM,no
STR-NYL-MIX,PCS,Dozen Nylon String (PCS),Dozen Nylon String (PCS),no
SWI-PLU-MK-646-13A,PCS,Mk 646 13A Plug Top,Mk 646 13A Plug Top,no
WAT-FIL-FMS-WF0090-1WLMIX,PACK,Watertec 5PCS 5 Micron Cotton Filter 102,Watertec 5PCS 5 Micron Cotton Filter 102,no
ARM-PADS,PAIR,Arm Pads,Arm Pads,no
BNW-WAS-M5,PCK,M5 Washer (20PCS/PCK),M5 Washer (20PCS/PCK),no
CLI-HOS-92X97,PCS,Rb Super Hose Clamp 92 X 97,Rb Super Hose Clamp 92 X 97,no
COC-PVC-3325,PCS,Profesional Water Filter System 3325,Profesional Water Filter System 3325,no
"FAS-SCR-DRY-BLA-6#1""",PCK,Hunter/bk - Drywall Screw 6 X1 (20PCS/PCK),Hunter/bk - Drywall Screw 6 X1 (20PCS/PCK),no
"FAS-SCR-DRY-WHI-6#3/4""",PCK,Hunter/wh - Drywall Screw 6 X3/4 (20PCS/PCK),Hunter/wh - Drywall Screw 6 X3/4 (20PCS/PCK),no
"FIT-HDPE-ADA-MAL-20MMX1/2""",PCS,HDPE Adaptor Male 20MM X 1/2,HDPE Adaptor Male 20MM X 1/2,no
FIT-PVC-ELB-PT32MM,PCS,PVC Fitting P/t Elbow 32MM - 1 1/4,PVC Fitting P/t Elbow 32MM - 1 1/4,no
GLA-MAR,PCK,Glass Marbles,Glass Marbles,no
GUN-GRE-HOSE,PCS,Flexible Grease Gun Hose 11 X 300MM,Flexible Grease Gun Hose 11 X 300MM,no
IND-DUS-ALI-240L-TYRE,PCS,Aliclean HDPE Dustbin Axles 240 (tyre),Aliclean HDPE Dustbin Axles 240 (tyre),no
MAR-PEN-70-BLACK,PCS,Faster 70 Marker Pen-black,Faster 70 Marker Pen-black,no
"PIP-UPVC-4514-3""",MTR,"3""(82MM) 4514 X 6M Upvc Pipe","3""(82MM) 4514 X 6M Upvc Pipe",no
SHH-ROD-KQO180,PCS,Kaqiou/a 180 (6'0'') Fishing Rod (casting Rod),Kaqiou/a 180 (6'0'') Fishing Rod (casting Rod),no
"SHH-ROU-LAN-NET-13""",PCS,Round Landing Net 13 PE Net,Round Landing Net 13 PE Net,no
"SHH-ROU-LAN-NET-14X1/2""",PCS,Round Landing Net 14 X 1/2,Round Landing Net 14 X 1/2,no
TAP-OTO-NUM-LOC,PCS,Otosani 304 Numbering Lock Bib Tap,Otosani 304 Numbering Lock Bib Tap,no
TOO-CLA-SPR-ASC225MM,PCS,Arrow Nylon Spring Clamp 9 (225MM),Arrow Nylon Spring Clamp 9 (225MM),no
BLI-HSS-HOL-SAW-60MM,PCS,Navato Hole Saw Cutter 60MM,Navato Hole Saw Cutter 60MM,no
BNW-BOL-HTM-M12-35MM,PCS,H/t Bolt - M 12 X 35MM,H/t Bolt - M 12 X 35MM,no
BNW-BOL-SS304-M8-20MM,PCS,SS 304 Bolt - M8 X 20MM,SS 304 Bolt - M8 X 20MM,no
BNW-WAS-COM-09MM,KGS,Zinc Plated Washer 3/8,Zinc Plated Washer 3/8,no
CIS-HAN-PVCH/L,PCS,PVC H/l Cistern Handle,PVC H/l Cistern Handle,no
COC-BAL-05452,PCS,Bc 469 1/2 Elise Brass Ball Cock,Bc 469 1/2 Elise Brass Ball Cock,no
CUT-KNI-AUK69,PCS,Arrow Heavy Duty Uility Knife,Arrow Heavy Duty Uility Knife,no
"FAS-SCR-DRY-WHI-6#2""",PCK,Hunter/wh - Drywall Screw 6 X2 (20PCS/PCK),Hunter/wh - Drywall Screw 6 X2 (20PCS/PCK),no
FIT-HDPE-CAP-32MM,PCS,HDPE End Cap 32MM,HDPE End Cap 32MM,no
FIT-PVC-ELB-40MM,PCS,PVC Fitting Elbow 40MM 1-1/2 Swv,PVC Fitting Elbow 40MM 1-1/2 Swv,no
FIT-PVC-ELB-PT50MM,PCS,PVC Fitting P/t Elbow 50MM 2,PVC Fitting P/t Elbow 50MM 2,no
FIT-UPVC-SOC-110MM,PCS,U-pvc Socket 110MM 4,U-pvc Socket 110MM 4,no
GAR-SPN-IRO-HAN-SHO,PCS,Mini Scope-sponge Handle,Mini Scope-sponge Handle,no
HAN-WOO-CHIS-0055A,PCS,3 1/2 Chisel Wood Handle Only - Small,3 1/2 Chisel Wood Handle Only - Small,no
HOS-CON-ADA-ECO4011,PCS,Ecogreen- Tool Adaptor / 3/4,Ecogreen- Tool Adaptor / 3/4,no
HOS-FLE-SW-PVCH-24,PCS,24 PVC Flexible Hose With PVC Holder,24 PVC Flexible Hose With PVC Holder,no
HOS-MAC-WAS-OUT-MWP011-C,PCS,2.0M Elbow W/machine Outlet Hose,2.0M Elbow W/machine Outlet Hose,no
IND-CAS-RIG6,PCS,Rigid Caster 6,Rigid Caster 6,no
IND-CAS-SWI3.5,PCS,Swivel Caster 3.1/2,Swivel Caster 3.1/2,no
RIG-CLI-GAL-12MM,PCS,Galvanised Wire Rope Clip 12MM,Galvanised Wire Rope Clip 12MM,no
"SHH-ROU-LAN-NET-12X1/2""",PCS,Round Landing Net 12 X 1/2,Round Landing Net 12 X 1/2,no
TOO-ELE-TES-PEN-DB-17151A,PCS,Two-way Ph Test Pen (+/-) 17151A,Two-way Ph Test Pen (+/-) 17151A,no
TOO-RUL-CAL-150,PCS,Vernier Caliper 6,Vernier Caliper 6,no
TOO-WRE-ADJ-STA-250,PCS,10 Adjustable Wrench,10 Adjustable Wrench,no
X-FLO-MOC-SP121B,PCS,12 X 24 Homo Tile SP121B,12 X 24 Homo Tile SP121B,no
CAR-WAX-DSL,PCS,Serai Wangi Serbaguna 1L,Serai Wangi Serbaguna 1L,no
CLI-HOS-80X85,PCS,Rb Super Hose Clamp 80 X 85,Rb Super Hose Clamp 80 X 85,no
FAS-SCR-COA-M8030,PCS,Sr Coach Screw M8 X 30MM,Sr Coach Screw M8 X 30MM,no
FLO-MOC-KH40ABA2L-P1,PCS,16 X 16 Ceramic Floor Tiles KH40ABA2L-P1,16 X 16 Ceramic Floor Tiles KH40ABA2L-P1,no
IND-PVC-TRO-BLA-4X11,PCS,4 X 11 Black PVC Trowel (power),4 X 11 Black PVC Trowel (power),no
NUM-80MM-B,PCS,Acp Alphabet 80MM - B,Acp Alphabet 80MM - B,no
RAI-COA-SUP-L,PCS,Supersonic PVC Rain Coat : L,Supersonic PVC Rain Coat : L,no
RAI-COA-SUP-XL,PCS,Supersonic PVC Rain Coat : XL,Supersonic PVC Rain Coat : XL,no
"SANDEX-VEL-SPO-7""",PCS,Sandex 7 Velcro Polish Sponge (thick),Sandex 7 Velcro Polish Sponge (thick),no
TOO-WRE-ADJ-GD200,PCS,Gd Adjustable Wrench 8,Gd Adjustable Wrench 8,no
ALUM-ROU-32MM-10'-MB,PCS,Mb X 10 X 1.1/4 Round Tube,Mb X 10 X 1.1/4 Round Tube,no
BRA-S/S-MULTI-L,PCS,Multi Functional S/steel Angle Bracket L Size,Multi Functional S/steel Angle Bracket L Size,no
CAR-MULT-CLEA-500ML,BTL,Aa Car Care Multi Purpose Cleaner 500ML,Aa Car Care Multi Purpose Cleaner 500ML,no
CAR-WAX-STA-STE-SHI,PCS,Sss Stainless Steel Shine - 500ML,Sss Stainless Steel Shine - 500ML,no
