item_code,uom,price_cents
CLO-SHRT-1094L-14,PCS,2490
SAF-BEL-IND-SH6,PCS,4390
RIC-COO-PSN-SR-E10A-SU,PCS,15200
BAT-ENE-MAX-9V1PCS,PCS,1590
CLO-SHRT-1094L-16,PCS,2490
JAC-BOT-CNN-R02TON,PCS,4990
CAR-WAX-ARMOR-500ML,SET,2490
CLO-SHRT-1094L-15,PCS,2490
ELE-BOX-MCB-12WAY,PCS,2690
"VAL-CHE-BRA-VIP523-1""",PCS,2890
CAR-GLA-CLE-500ML,PCS,1490
KHI-HDR-HD511-GRE,SET,6500
KHI-TOA-BT808,SET,7200
NIE-SOC-IMP-DEE-3/4-29MM,PCS,6100
"NIE-ADA-IMP-3/4""X1/2""",EA,5600
NIE-SOC-IMP-DEE-3/4-22MM,PCS,5600
ELE-LED-FLO-IP66-150W-6500K-NEW,PCS,9200
SWI-CON-TC-10507,PCS,5500
FAS-SCR-DS520HOW-BOX,BOX,4900
NUM-PUNC-50730080,SET,6700
"FAS-SCR-CSK-1 1/2"" X 6G - BOX",BOX,7900
SAF-SHO-SUP-39#,PAIR,8900
SAF-SHO-SUP-43#,PAIR,8900
SCI-S/STEEL-135,PCS,7500
WIR-BRC-210X4X8-2.8MM,PCS,5000
BAT-REC-FP1272-12V,PCS,8600
JAC-BOT-CNN-R05TON,PCS,7200
SPR-GALAXY-WTRPRF-400ML,CAN,5500
CUT-KNIFE,PCS,4200
CHA-BBE4-EV,PCS,5000
NIP-WTRB-18L-P,DRUM,66680
NIP-WTRB-1L-T,CAN,6410
PLA-BAG-8X12X1KG,ROLL,1160
TAB-PVC-515-11,MTR,690
NIP-QGL-1L-P,TIN,4220
GUM-HAR-625,TIN,1320
BNW-B&N-RBN-110-BOX,BOX,1820
NAI-ROO-TWI-RED,BAG,1180
NAI-ROO-TWI-BLUE,BAG,1180
GUM-HAR-RS600C,PCS,1190
GUM-HAR-RS900W,PCS,1150
GUM-HAR-RS900B,PCS,1150
PLA-BAG-W1000-2227,PCK,1180
CUT-FLA-TAI-A60100,PCS,820
SWI-SOC-MK-5G1W-S8875,PCS,2930
BAT-ENE-LIT-2016,PCS,1050
SWI-ADA-TRA-2G,PCS,1530
BAT-ENE-GOL-AA4PC,PCK,1190
KOYA-GRE-P525-1/2KG,TIN,1150
PLA-BAG-W1000-2024,KG,1190
SWI-SOC-ELE-E041B,PCS,4340
ELE-WOO-BLOCK-9X14,EA,1150
NIE-SOC-IMP-DEE-1/2-24MM-2,PCS,3150
CUT-HSF-GLO-HS703,PCS,1350
"NIE-SOC-IMP-1""-24MM",PCS,4950
NIP-TIM-1L-D,CAN,4750
NIE-SOC-IMP-THI-1/2-17MM,PCS,2750
BOS-2608-610-001,PCS,3950
LOC-COL-RK502,SET,8750
NIE-JOI-UNI-12MM,PCS,2750
WOO-PLY-5.2MM,PCS,3950
BOS-2608-603-309,PCS,3250
BOA-GYP-04.5MM,PCS,3950
CUT-PIP-W0204PVC,PCS,2150
TOO-CUT-BOLW0118A,PCS,6950
"FAS-RIV-PAT-1/8""X1/2""-BOX",BOX,3350
CUT-SCI-SK5-00903H,PCS,3150
"FAS-RIV-PAT-1/8""X5/16""-BOX",BOX,2850
WOO-PLY-12MM-WTR,PCS,7950
COC-STO-C012,PCS,1850
CUT-BLA-STA-9MM-9920113001,PKT,1450
CUT-CIR-30-120MM,SET,2350
SWI-T/BOX-PP740B,SET,2750
FIT-UPVC-SOC-110X50MM,PCS,1350
SCA-CAM-EK8850,PCS,4950
SWI-MK-2G1W-S4782,PCS,1250
SHH-REEL-CH2000,PCS,3950
SWI-T/SOC-FLE-914-5M-4G5M,SET,2850
CUT-SAW-PM33124,PCS,3950
"DOR-SPO-SHA-9""",PCS,1450
DOR-LOC-CYL-SMR-3630,PCS,2150
SWI-ADA-TRA-UNI,PCS,4450
CUT-KNI-STA-DYN-9MM-992010409,PCS,1750
X-BOS-2608-587-165,PCS,3150
CAR-ARMOR-PROTECT,PACK,2450
COC-BAL-L602,PCS,1650
NIP-QGL-1L-T,CAN,4160
GUM-HAR-RS900C,PCS,1150
TOO-ELE-WJ-315,PCS,3570
"DRI-AUG-BIT-NO.1/4""",PCS,2570
DOR-STO-S/S-2212,PCS,1150
"NAI-CON-GAL-2""-BOX",BOX,1250
SPR-BID-SWSB-ABS-362,PCS,6900
GRA-SAN-SWFG-SS304-6602,PCS,7200
TOW-SAN-SWP-BF-3709,PCS,10500
TOW-SAN-SWP-BF-3704,PCS,6900
"NIE-SOC-IMP-3/4""-19MM",PCS,2980
"NIE-SOC-IMP-3/4""-21MM",PCS,2980
"NIE-SOC-IMP-1/2""-14MM",PCS,1260
SWI-SOC-TAICON-TCU8111,PCS,2680
COC-STO-SAN-SWSC1011,PCS,7500
SWI-SOC-TAICON-TC8111,PCS,1380
BOS-2608-585-901,PCS,3880
"NIE-SOC-IMP-1/2""-15MM",PCS,1380
VAL-ANG-SRTWT908SS,PCS,3980
ELE-PEN-420-E27-WHI,PCS,7200
KOYA-REM-CEM-4000ML,BOT,4980
ELE-PEN-420-E27-B+G,PCS,7200
LOC-COL-RB401,PCS,3880
SCP-TOI-CONCR-CLE-1LTR,BTL,1190
WEL-ELE-J38.12-3.2MM,PCK,2980
HOS-GAR-MMAN-1446#-20M,ROLL,7900
BNW-B&N-RBN-205-BOX,BOX,1780
FIL-GAU-W2868A,PCS,890
FIT-UPVC-FLO-110MMX50MM,PCS,2280
TAP-SKC-M08X1.25,SET,2480
"NAI-CON-GAL-1""-BOX",BOX,1380
COC-BAL-VIP-319-SS18MM,PCS,2880
SAF-HEL-SUN-BRIM,PCS,2480
ELE-BOX-MCB-16WAY,PCS,2980
TAP-SAN-SWP-SS-304-3937-SS,PCS,12600
NIP-PHG-1L-MWHI,CAN,3990
NIE-SOC-IMP-DEE-1/2-19MM,PCS,2690
NIE-SOC-IMP-DEE-1/2-16MM,PCS,2490
"NIE-SOC-IMP-3/4""-41MM",PCS,5790
"NIE-HAN-L-3/4""",PCS,14200
"NIE-SOC-IMP-1/2""-32MM",PCS,3190
"NIE-SOC-IMP-3/4""-29MM",PCS,2990
"NIE-SOC-IMP-1/2""-28MM",PCS,2690
"NIE-SOC-IMP-1/2""-19MM",PCS,1490
"NIE-SOC-IMP-1/2""-16MM",PCS,1390
BOS-2607-017-398,SET,5590
PAI-SPR-SAM-033,PCS,1390
ELE-D/L-PHI-LED-7W,PCS,1590
BOS-2608-680-295,PCS,7490
NIE-SOC-IMP-THI-1/2-19MM,PCS,2890
BAT-ENE-SHD-9V1PCS,PCK,870
TOO-NIE-PLU-COU-600PHA,PCS,3890
NIE-PLU-SOC-50046621,PCS,1290
PRO-COAT-Z388-GRY,TIN,9700
NIE-PLU-SOC-50046616,PCS,1290
NIE-SOC-HAN-DEE-12P-1/2-27MM,PCS,3090
ELE-CEI-LIG-3088-96W-3CLR,UNIT,12600
"HOS-GAR-CAV-5/8""X30M",ROLL,9700
TAP-WALL-I301,PCS,3590
TAP-PIL-JOPEX-QSTP01W,PCS,2390
X-TAB-LAM-016TL-WH,PCS,6990
SWI-SOC-ELE-TSBL13,PCS,5290
PAI-HAN-CRI-3M,PCS,4290
SOC-EMPTY-TAI-5G-LO6200,PCS,2390
CHE-GRE-HD600-400ML,TIN,1690
PAI-HAN-CRI-2M,PCS,3290
SWI-T/SOC-MS3233-1.5M3G,PCS,3990
WOO-PLY-9MM,PCS,6290
SWI-T/SOC-2540B-5M2G,SET,2590
PYE-CEM-CLE-1L,BOT,1990
DRI-KUS-SET,SET,4090
COV-JAC-RED-2XL,PCS,5290
"BRA-SHE-YG782-20""",PAIR,2390
FAS-RIV-PAT-5/32X1/2-BOX,BOX,2590
GUN-T-7006-MINI,PCS,4490
FOAM-PU-VT268,PCS,3690
RIV-HAND-HR008,PCS,4290
X-GAR-CHI-JM-24,PCS,3590
ELE-SOL-TIN12MM250G,PCS,1290
CUT-SAW-WAL-BOA-W2669,PCS,1990
TOO-GUN-GLU-STA-996069GR10B,PCS,4790
VAL-BAL-VIP-343-18MM,PCS,2590
DZ-GEN-PST-30X400,PCS,5490
OIL-CAN-3L,PCS,5190
BNW-B&N-RBN-204-BOX,BOX,1590
SHH-REEL-GM3000,PCS,4290
BNW-B&N-RBN-206-BOX,BOX,1990
FIT-UPVC-SOC-110X82MM,PCS,1390
PUT-CAR-GRY-1KG,TIN,2890
COV-JAC-L/B-M,PCS,5290
COV-JAC-RED-M,PCS,5290
COV-JAC-RED-XL,PCS,5290
FIT-UPVC-SOC-160X110MM,PCS,2590
TOO-JAW-PIP-W0365B,PCS,3690
"DOR-ROL-GAT-2.5""",PCS,4590
SWI-SOC-MK-4G1W-S8874,PCS,3290
TAP-VAL-ANGL063,PCS,1590
CUT-TIL-JTC-450MM,SET,19200
GUM-HAR-HE4251,PCS,1080
SWI-T/SOC-FLE-915-3M5G,SET,2590
COV-JAC-L/B-XL,PCS,5290
FLO-MOC-PM6646B,PCS,1890
IND-CAS-NYL-75MM,SET,3690
"NAI-CON-GAL-3""-BOX",BOX,1250
GRA-CUT-BLA-35590,PCS,1390
FLOAT-CT-ACV20,PCS,3390
"NAI-CON-GAL-1.1/2""-BOX",BOX,1290
ELE-D/L-PHI-PLC-865-18W,PCS,1390
"NAI-CON-GAL-4""-BOX",BOX,1390
SWI-S/SKT-LWD-0023,PCS,2490
ELE-RENO-63A-2P-MCB,EA,2190
IND-DUS-GLO-120L-TYRE,PCS,3890
"PIP-UPVC-6""",MTR,2990
SWI-SOC-NNE-803/1-1W3G,PCS,1490
TOW-ROP-STE-104M,PCS,2990
X-FLO-MOC-SP121B,PCS,860
"ALUM-HOLLOW-2""X1""-3",PCS,3590
PAI-SPR-ANC-006,PCS,1150
FIT-UPVC-CAP-160MM,PCS,2690
SWI-PLU-MK-515-15A,EA,2190
"CUT-SAW-ASUMA-18""",PCS,1490
CUT-KNI-STA-DYN-18MM,PCS,2190
IND-WIR-BAR-PVC-81B,ROLL,3990
SOC-EMPTY-TAI-2G-2000,PCS,1390
ELE-WOO-BLOCK-9X16,EA,1220
NIE-SOC-IMP-DEE-3/4-24MM,PCS,5700
"NIE-SOC-IMP-1/2""-12MM",PCS,1260
BOS-2608-606-069,SET,4200
BOS-2608-606-072,SET,4200
BOS-2608-606-074,SET,4200
MEA-TAP-GLO-A030M,PCS,4100
VAL-SOR-SRTWT806,PCS,4500
JUG-MID-MK-17BK,PCS,9200
KGR-COM-7KG,TIN,8300
PLA-MAT-EAW150,ROLL,7700
ELE-SOL-TIN100250G,PCS,1280
DZ-GEN-PSC-30X400X35,PCS,5500
GAR-SPR-PRE-L50,PCS,3900
SHH-ROD-CRF200XH,PCS,8300
GAR-SPR-PRE-L80,PCS,4500
ELE-SOC-TES-300MA-BLU,PCS,5300
X-FLO-MOC-P603H,PCS,1800
X-FLO-MOC-P604M,PCS,1800
X-FLO-MOC-P605H,PCS,1800
X-FLO-MOC-P605M,PCS,1800
SAF-STEEL-9812,PCS,2300
TOO-BAG-MTB002-E,PCS,6180
AER-SOC,UNIT,1400
IND-DUS-GLO-240L-SHA,PCS,2500
ALP-SHO-ACC,UNIT,3000
NIP-TIM-1L-A0.86L0.8,CAN,5210
NIP-TIM-FIN-1L-TY,CAN,4110
BAT-ENE-SHD-AA4PCS,PCK,850
HDPE-VAL-BAL-PP-COMP-25MM,PCS,1190
DOR-STO-S/S-2213-W/HOOK,PCS,1250
"ELE-PVC-CAS-2""X1""",LGTH,950
GUM-HAR-HE4252,PCS,1090
WEL-LON-BAC-CAP,PCS,1300
THI-WOR-WK-PT-59908,TIN,570
SWI-SOC-ELE-E062B,PCS,3260
DOR-HIN-KTSS3IN1,SET,1290
CUT-KNI-W550RP,PCS,1150
SHH-ROD-EJ150,PCS,3920
SWI-SOC-BEL-MK-S4778,PCS,900
CUT-KNI-CK-25,PCS,1420
"BUS-NYL-W/BOL-3 1/2""",PCS,1190
CUT-SAW-WAL-BOA,PCS,1150
PAI-SPR-ANC-808,PCS,1150
GUM-HAR-3000W,PCS,1050
SWI-SOC-ELE-E0815B,PCS,3650
TOPLUS-GOLD-5L-B,CAN,8350
CUT-INS-KIT3PC,SET,1150
COC-STO-RA2W-G501B,PCS,1530
CUT-PIP-PVC-VS1202,PCS,1290
FIT-UPVC-SOC-82X50MM,PCS,1050
CUT-HSF-HAC-SHU,PCS,990
PAI-SPR-ANC-060,PCS,1150
TOO-CUT-CAL-LMA01-B,PCS,8350
LOC-SEC-SHE-N60MM,PCS,1330
BOA-GYP-03.2MM-X4'X4',PCS,1190
VAL-ANG-CVL-CA9001,PCS,1250
SAF-SLI-GLO-2TON5M,LGTH,3240
CUT-KNI-RG335,PCS,1090
BAT-ENE-MAX-AA2PCS,PCK,950
SWI-POL-3GANG-1WAY-753,PCS,1150
DOR-LOC-TUB-VL4447,UNIT,7650
"NIE-SOC-IMP-1/2""-26MM",PCS,2350
SWI-SOC-13A-TC1338,PCS,1950
ELE-D/L-PLC-LED-9W,PCS,2150
NIE-SOC-HAN-DEE-06P-1/2-23MM,PCS,2350
TOO-CUT-SNI-W1010B,PCS,3750
ADH-TAP-DOU-M12,ROLL,2850
GUM-RAT-BOSNY-NO.214,CAN,1450
FAS-SCR-TECH-METAL-50MM-BOX,BOX,2650
LAM-KOA,UNIT(S),1300
LOC-GLO-BRA-GLBBC50,PCS,3750
SWI-PLK-NEO-1380N,PCS,2250
HOL-NYL-SIC-JM-555,PCS,2150
"AER-S/S-DIA-2""-2WAY-FN910D",PCS,2950
"CAR-PLI-BS-230218-8""",PCS,2750
"FAS-RIV-PAT-3/16""X5/8""-BOX",BOX,3650
DOR-INS-KIT-120MM,PCS,4550
HHD-VAL-FLO-BRA-CIT-18MM,PCS,2650
JAC-BOT-CNN-B03TON,PCS,5850
NAIL-TUFTING-TN-8316-BOX,BOX,6650
TOO-HAN-RAT-12MM,PCS,2950
CAR-WAS-SHI-1L,PCS,1550
CUT-PVC-PER-KNI,PCS,1180
RAI-SUI-SUP-XXL,PCS,3450
RAI-SUI-SUP-XXXL,PCS,3450
"DRI-AUG-BIT-NO.3/4""",PCS,4350
SWI-POL-5GANG-1WAY,PCS,2450
"FIT-YG235-TEE-3/4""-BRA",PCS,1190
RIG-TUR-20MM,PCS,1450
"DRI-AUG-BIT-NO.7/8""",PCS,4850
NAI-CON-ST50,BOX,4350
VAL-CAB-CB1180-RG,PCS,3950
LOC-CYL-ARMOR-ACL-VCL3000,SET,3850
TOI-ACC-URI,SET,3950
CUT-BLA-WOO-KNI10540T,PCS,1750
TRA-SOC-GTE-3G-28060023,PCS,2150
SWI-T/SOC-FLE-913-5M3G,SET,2650
NAI-SQU-SUP-075MM-1KG,PKG,930
BRO-MOP-MRMOP-M,PCS,2050
NAI-CON-ST45,BOX,4050
PUM-HAN-634,PCS,3450
ELE-PLUG-TIMER-WHI-BND50*,PCS,2350
ALUM-ROU-32MM-10'-NA,PCS,3750
CAR-WAX-RAT-REPELL,PCS,2750
RAI-SUI-SUP-M,PCS,3450
RAI-SUI-SUP-XL,PCS,3450
RAI-SUI-SUP-L,PCS,3450
SWI-S/SKT-LWD-0051,PCS,1850
SAF-CON-FLEX-ORANGE,PCS,4750
OIL-COM-AIRVON-AV06810P,TIN,2850
ICE-COO-INO-9LTR-THBW/K-3,PCS,3950
DOR-INS-KIT3PCS,SET,1090
ELE-CAB-WIR-PUL-15MW,COIL,1650
"BAS-WAS-BRA-1.1/4""",PCS,1550
TOO-CHI-STA-08MM,PCS,2450
DOR-PAD-KTAC200,SET,1350
X-FLO-MOC-BR3060SM,PCS,690
"VAL-FOOT-BRA-VIP526-3/4""",PCS,1750
ELE-GRW-63A3PMCB,EA,2850
"NIE-SOC-IMP-3/4""-38MM",PCS,4760
"NIE-SOC-IMP-1/2""-13MM",PCS,1260
ELE-BUL-SYL-DC12V-6500K-10W,PCS,1130
FAS-BOL-EXP-TRAC140-M10X110X60,PCS,1150
BURR-CAR-T.C.T-AX1225,PCS,4860
BURR-CAR-T.C.T-LX1228,PCS,4860
VAL-ANG-CVL-CA9003,PCS,1150
BURR-CAR-T.C.T-FX1225,PCS,4860
CHI-WAT-1GAL-6301,SET,1190
PAI-SPR-ANC-031,PCS,1150
PAI-SPR-ANC-030,PCS,1150
PAI-SPR-ANC-001,PCS,1150
PAI-SPR-ANC-002,PCS,1150
TOR-ENE-LED-2AAW,PCK,1290
BAT-ENE-SHD-AAA4PCS,PCK,890
FAS-SCR-TECH-WOOD-50MM-BOX,BOX,2670
HDPE-VAL-BAL-PP-COMP-MALE-25MM,PCS,1250
DC-MCB303,SET,1190
"CON-STR-OFFSET-2""",PCS,1290
FRA-STU-GI-10',PCS,810
"HIN-W/BEA-ASA-5""",PAIR,1250
SWI-PLU-NNE158-15A,PCS,1090
PAI-SPR-ANC-029,PCS,1150
FIT-UPVC-TEE-82MMX50MM,PCS,1670
PAI-SPR-ANC-004,PCS,1150
SWI-FOO-10A-250VAC,PCS,2075
SHO-HAN-SWP-HS-502,SET,7600
ELE-D/L-MEG-YTT100ZI-30W,PCS,2880
NIE-SOC-IMP-DEE-1/2-18MM,PCS,2680
"FIT-BUT-ELB-FEM-SWI-25MMX3/4""",PCS,1120
BOS-2608-578-122,PCS,1350
ELE-D/L-PHI-E27-6.5W,PCS,1480
"SHO-HEA-JHHD#8""-CHR",PCS,6900
HHD-STO-JYMT-JM600A,PCS,1280
"SHO-HEA-LHHD#8""-MB",PCS,6900
SOA-CAB-CPA1008C,UNIT,9300
NIE-SOC-HAN-DEE-06P-1/2-24MM,PCS,2480
SINK-TAP-TWN-LUX-LM8865,PCS,9500
SWI-CON-20A-250W-TC-10020,PCS,5880
WAL-DOW-B204/1W,SET,7300
WAL-DOW-B212/1W,SET,7300
ELE-LAMP-HOLD-E27-5M,PCS,4880
TOW-CAB-CB553-26,UNIT,10500
BRO-FLO-NYL-6665C,PCS,990
ELE-NIG-LIG-MX132L(W),SET,1120
"CUT-BLA-M'MAN-F1X4""",PCS,1580
PYE-DRA-REM-R01-500ML,PCS,1390
SWI-T/SOC-TAI-2G-2000,PCS,1480
TOO-WRE-SPAW0196,PCS,3980
CUT-DIS-KCW-350,PCS,1480
WAL-DOW-NF-1801/10OP,PCS,5900
GRA-CUT-A6046,PCS,5600
"FAS-SCR-DRY-WHI-6#1.1/2""BOX",BOX,1290
BRO-FLO-NYL-6665B,PCS,990
WIN-LOU-YNC-7B,SET,2380
"WOO-TIM-1""X2""X12'",PCS,1060
CHA-GAL-6MM,KGS,1150
COC-BAL-05452,PCS,1680
PYE-TOI-MOS-1000ML,BOT,2280
PAI-SPR-ANC-012,PCS,1150
PAI-GAL-4G-9400,PCS,1350
TAP-SAN-SWP-B-3213,PCS,14500
KHI-POT-AP550,SET,19800
FAN-CEI-DEKA-CF5DC46MB12,UNIT,18800
ELE-D/L-MEG-YTP45Z1-15W-4000K,PCS,1590
ELE-D/L-MEG-YTP45Z1-15W-3000K,PCS,1590
ELE-D/L-MEG-YTA70Z1-15W-4000K,PCS,1390
PAI-SPR-SAM-2K01,PCS,4690
COC-BAS-SRTWT7445,PCS,17500
NIP-ECO-B,CAN,4290
NIP-QGL-5L-P,CAN,16000
NIE-SOC-IMP-DEE-3/4-21MM,PCS,5390
TOO-COM-SET-GT632,SET,24500
BOS-WEL-0.8MM/1KG,ROLL,3490
BAS-SOR-SRT7014-GM,PCS,9800
"NIE-SOC-IMP-3/4""-43MM",PCS,5890
CUT-SCI-SK5-54113203,PCS,1890
SWI-T/SOC-TAI-5G5M,PCS,5190
NIETZ-MOU-FLA-WHE-57152120,PCS,1220
NIE-SOC-IMP-DEE-1/2-27MM,PCS,3690
MIR-GLO-S-GLC2004A/G,PCS,12000
CUT-HSF-GLO-HS702,PCS,1190
FAN-PSN-FV-20AUM8,PCS,15800
NIETZ-MOU-FLA-WHE-57152100,PCS,1220
TAP-SIN-SRTKT1932SS-DIY,PCS,13500
PAI-SPR-SAM-008,PCS,1390
NIP-UND-WHT-1L,CAN,2490
BOS-2608-680-293,PCS,6090
"NIE-ADA-1/2""X3/4""",PCS,1890
PAI-SPR-SAM-003,PCS,1390
COC-SOR-SRTWT2201,UNIT,12500
BOS-2608-602-523,PCS,4390
PYE-WOO-VAR-1L,TIN,3090
BOS-2608-680-284,PCS,3190
BAS-AGRI-BASK-V104,PCS,5790
SWI-SOC-ELE-TSGY913,PCS,5290
GAS-STO-MQL-C30,SET,14500
SWI-CON-5A-TC-10991,PCS,2690
TAP-PRE-TK-4506S,PCS,14500
BOX-ICE-35LTR-BLUE,PCS,19500
SWI-SOC-ELE-TSBK913,PCS,5290
SHE-WOO-43088(4FT),PCS,3790
PUM-TSU-HPC6120,UNIT,46500
SWI-SOC-ELE-TSGD913,PCS,5290
SWI-SOC-ELE-TSR913,PCS,5290
TOO-NIE-ALL-KEY-14MM,PCS,3490
DOR-LOC-ALM-2048-3/C5050,SETS,15500
NIE-SOC-HAN-DEE-12P-1/2-24MM,PCS,2490
TAP-CAB-CB4930-RG,PCS,19500
VAC-MID-MVC-SC861R,PCS,10800
SWI-SOC-ELE-TSGY13,PCS,5290
BBQ-STO-ZC1115,PCS,3590
LETR-PUNC-50731050,SET,12800
KGR-PAI-ROA-LIN-3103,TIN,11800
IND-FIL-2.4KG,ROLL,4090
PYE-WOO-VAR-4L,TIN,10800
SWI-SOC-ELE-TSB913,PCS,5290
SWI-SOC-ELE-TSR13,PCS,5290
THI-KOYA-622,TIN,2990
HOL-SET-BUL-SYLVIA-12V,SET,2790
ADH-GLU-PE300GM,SET,4190
"CUT-BLA-M'MAN-F3X4""",PCS,1590
BIB-TAP-CLN-AB7122,PCS,2990
GAR-HOE-CRO-CHI-2.5LB,PCS,4790
BAS-AGRI-BASK-V1034,PCS,3290
GAR-HOE-JM3812,PCS,3290
BOS-2608-578-156,SET,3090
TOO-WRE-SET-69256,SET,7390
TOO-WRE-PIP-W350C,PCS,4090
AIR-DUS-HITMAX-HTM-255,SET,1490
TOO-NIE-SCR-EXT-12/240,SET,3290
COC-PVC-SOW-SWL-31,PCS,1390
DC-D03-T50DC,SET,14500
TOO-CUT-BOLW0121A,PCS,17500
LOC-COL-RA401,PCS,3690
PYE-FLE-SEAL-4.5KG-WHT,TIN,10800
HOS-CLE-01630,COIL,5190
CUT-DIS-ARC02,PCS,2590
"BRA-SHE-YG782-10""",PAIR,1250
LOC-APL-110-40MM-KA2PCS-S/S,SET,13500
DOR-CLO-MASTER,PCS,3990
LOC-COL-TA401,PCS,1490
LOC-COL-ZA401,PCS,1490
BEA-PUL-EAS-E0062,PCS,4890
SHH-LURE-SSL8016,PCS,1590
COP-ROD-LOC-12MMX5FT,PCS,2190
GAR-RAK-BLA-6T,PCS,2590
GAR-HOE-FOR-STE-3LBS,PCS,2190
SWI-SOC-MK-S2893,PCS,2090
FIR-EXT-EVE-9KG,PCS,15500
FAS-BOL-EXP-TRAC150-M12-140-80,PCS,1790
HOS-GAR-SET-114253,SET,14500
MTR-FLOAT-SW,PCS,5390
LIG-EM-EL-LE115,SET,10800
BURR-CAR-T.C.T-HX1232,PCS,4890
SAF-SLI-GLO-3TON4M,LGTH,4090
SWI-SOC-ELE-E031B,PCS,3290
CUT-BLA-WOO-KNI10530T,PCS,1590
PLA-MAT-EAW1100,ROLL,14800
WAT-NOZ-ADP-026B,PCS,1690
ELE-MUL-TES-SUNWEI YX-360,SET,3790
GAR-SAW-H0801A,PCS,4590
X-FLO-MOC-FW6001,PCS,1690
PUT-CAR-BROWN-1KG,TIN,2890
FLO-MOC-SP121A,PCS,860
SWI-T/SOC-FLE-913-3M3G,SET,2190
"CUT-SAW-AP14-350-14""",PCS,2190
ELE-LED-SOL-ISF-60W-65K,PCS,16500
BNW-B&N-RBN-106-BOX,BOX,1590
VAL-BAL-ITA-18MM,PCS,1990
NAI-CON-ACE-20-BOX,BOX,920
SWI-T/SOC-FLE-914-3M4G,SET,2390
CAR-WAX-WC,PCS,1890
ELE-TEE-BAR-FATO-40A,LTH,1690
FIT-UPVC-FLO-110MMX80MM,PCS,2290
"FAS-SCR-3""-DSM-HRW 675",PCK,1590
TAP-CAB-CB1530S-BL,PCS,9800
SPR-GRE-SW-99,CAN,1790
IND-WHE-TYR-PUMET,PCS,3490
CAN-JER-4203,PCS,2690
JAC-BOT-CNN-R10TON,PCS,9300
SAF-SHO-AVV-39#,PAIR,14500
SAF-SHO-AVV-40#,PAIR,14500
SAF-SHO-AVV-42#,PAIR,14500
SAF-SHO-AVV-43#,PAIR,14500
SAF-SHO-AVV-44#,PAIR,14500
SAF-SHO-PAS-39#,PAIR,12500
SAF-SHO-PAS-43#,PAIR,12500
SAF-SLI-GLO-2TON4M,LGTH,2690
IND-VEN-HOS-AIR,ROLL,19300
MET-WAT-GK,PCS,18300
SHH-FROG-3591012,PCS,1490
NAI-CON-ACE-16-BOX,BOX,920
FLO-MOC-SP121D,PCS,860
FLO-MOC-SP121F,PCS,860
JAC-BOT-CNN-R20TON,PCS,15800
CAR-WAX-DIS,PCS,2590
HAN-CLO-JM-1039,SET,1490
CAR-WAX-DSL,PCS,2490
CAR-WAX-STA-STE-SHI,PCS,2390
SWI-POL-12A-DOU-SOC,PCS,1790
TOO-VIC-TAB-70MM,PCS,3990
GAR-SPR-LAN-CR8446B,PCS,2290
TIM-SUM-0024,PCS,2490
GUN-TAC-REF-TR45-06MM,SET,1490
PITL-GAU-SCRE,SET,3290
"DRI-AUG-BIT-1/4""X200",PCS,1270
KHI-HDR-HD511-BLU,SET,5200
NIP-MAT-9102-7L,CAN,6900
"FIT-BUT-STR-FEM-SWI-25MMX3/4""",PCS,1050
NIE-SOC-IMP-DEE-3/4-38MM,PCS,8700
BAS-SOR-SRT7013-BL,PCS,8800
PAD-STA-SS30-5140231-49,PCS,5400
JUG-KHI-KET-EK18SS,SET,9300
BID-CAB-CB55WH,UNIT,4700
VAL-ANG-SRTWT908SS-BL,PCS,4200
BOS-2608-600-704,PCS,4800
FAS-SCR-ZPH-DSMHO525-BOX-500PCS,BOX,5900
BOS-1619-P09-252,PCS,3000
SWI-SOC-SUM-MS-S113,PCS,1350
"SIN-STA-RAC-42""-PLA",SET,8900
SHH-REEL-DH200,PCS,7800
NAIL-TUFTING-TN-7225-BOX,BOX,6700
SAF-SHO-SUP-40#,PAIR,8900
SAF-SHO-SUP-41#,PAIR,8900
SCA-CAM-SQ20KG,PCS,8200
GAR-SPA-TYP-U,PCS,1390
SAF-SHO-SUP-42#,PAIR,8900
ELE-LED-SOL-YB-L10507-24W,SET,8900
TAP-BIB-PVC-J2BC01W,PCS,1240
SAF-SLI-GLO-2TON6M,LGTH,3900
SHH-REEL-VT100,PCS,8900
RIKB-KEY-BOX-IRON-45050(54),PCS,9080
GALVD-MS-NUT-5/16'',KGS,1390
TOO-DRV-2WAYW3082A,PCS,1390
COV-PWPC-1-HD-T,PCS,1390
RIG-HOO-SLI-09MM,PCS,1390
X-TOO-PLI-SLI-STA-200,PCS,3200
JAC-BOT-CNN-R03TON,PCS,6200
CEI-COR-C255`,PCS,950
CEI-COR-C313`,PCS,950
CEI-COR-C314`,PCS,950
"TOO-DRV-STA-TAN-8MM-12""X#3(+) 996065260",PCS,3000
BAT-ENE-LIT-2025,PCS,1190
SWI-SOC-NNE-802/1-1W2G,PCS,980
BATT-SOLAR-FAN,PCS,2900
NIP-TIM-FIN-1L-T/RED,CAN,4110
NIETZ-MOU-FLA-WHE-57152080,PCS,1220
"FAS-SCR-DRY-WHI-6#2""-BOX",BOX,1290
MEA-TAP-STA-30611L,PCS,1180
STO-MOU-W242-50X25,PCS,1290
CUT-FLA-TAI-A80100,PCS,820
SCP-REM-SKI-CLO-500ML,BOT,990
SWI-S/SKT-LWD-0031,PCS,1060
